,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
680,365.0,26.32,8.9,1.84,0.6,402.66
468,154.8,104.93,65.05,24.48,10.81,360.07000000000005
552,234.6,67.34,37.85,10.98,4.8,355.57000000000005
111,174.3,93.52,56.95,20.5,9.18,354.45
35,139.3,84.21,42.25,12.02,5.38,283.16
394,125.4,77.77,50.85,18.82,8.27,281.11
663,130.3,70.28,46.7,16.54,7.83,271.65000000000003
759,149.2,62.65,36.7,13.38,5.65,267.58
487,99.3,74.69,54.85,19.2,8.55,256.59
31,76.3,69.58,56.2,24.82,11.98,238.88
440,121.8,60.97,34.85,12.02,5.48,235.12
104,107.4,66.08,41.1,13.92,6.34,234.84
112,122.4,62.09,33.0,10.9,5.06,233.45
238,81.7,78.82,47.65,16.86,7.77,232.8
499,80.4,68.81,52.7,20.62,9.77,232.30000000000004
628,105.2,61.74,37.65,14.44,6.07,225.1
307,121.5,53.9,28.7,10.18,4.51,218.79
153,99.5,59.01,38.9,13.0,5.65,216.06
150,101.2,53.48,39.4,14.64,6.18,214.90000000000003
500,115.6,47.67,31.2,10.88,4.83,210.18
478,64.8,61.74,50.6,21.2,10.25,208.59
107,71.0,62.3,47.25,18.82,8.47,207.84
454,95.2,55.16,36.35,13.62,6.03,206.36
151,126.9,39.83,23.4,7.58,3.39,201.1
240,81.4,56.91,39.8,15.26,7.14,200.51
23,103.3,60.76,18.7,5.84,2.24,190.84
190,60.8,55.86,41.2,16.46,8.16,182.48
163,112.3,39.69,20.45,6.56,2.59,181.59
670,59.9,55.86,41.0,16.68,8.11,181.55
217,73.8,51.73,35.6,13.04,6.5,180.67
100,69.7,67.06,28.9,10.04,3.97,179.67
113,64.9,78.68,23.9,6.2,2.58,176.26000000000005
580,80.5,48.37,31.15,11.22,4.98,176.22
665,86.2,46.55,27.65,9.26,3.97,173.63
682,65.9,49.56,36.7,13.74,7.01,172.91000000000003
445,74.3,48.72,32.6,11.6,5.43,172.65
84,60.5,51.59,34.45,13.66,6.61,166.81000000000003
166,69.5,47.18,30.1,11.22,4.52,162.52
433,60.2,47.11,33.7,14.14,6.7,161.84999999999997
704,39.1,48.51,43.9,19.54,10.24,161.29
385,54.2,44.8,34.15,12.78,5.76,151.69
146,79.7,38.29,21.85,7.14,3.08,150.06
335,56.0,43.96,29.95,12.84,5.62,148.37
460,60.8,41.37,27.8,10.86,5.64,146.46999999999997
194,71.2,37.03,25.35,8.26,3.63,145.47
43,44.5,42.63,33.0,14.4,6.85,141.38
20,83.6,33.81,14.95,4.84,2.14,139.33999999999997
109,50.9,39.9,30.35,11.5,5.67,138.32
40,47.9,40.18,31.05,12.94,6.2,138.26999999999998
103,,53.41,49.7,22.48,12.41,138.0
195,86.4,30.87,13.6,4.78,1.65,137.3
97,40.9,45.08,31.3,11.48,6.35,135.11
121,56.5,42.0,23.5,9.16,3.44,134.6
479,54.7,37.52,26.7,10.46,5.17,134.54999999999998
449,,69.65,42.15,15.56,6.5,133.86
572,64.0,34.79,22.3,7.68,3.12,131.89
758,45.9,40.46,28.3,11.42,5.18,131.26
230,45.5,35.42,31.4,11.44,5.45,129.20999999999998
667,21.2,38.29,36.65,17.58,10.08,123.79999999999998
299,57.4,34.02,20.1,7.22,3.13,121.87
760,42.1,35.0,27.05,11.32,6.26,121.73
101,22.4,36.82,35.3,16.68,9.23,120.43
210,37.8,35.35,28.75,12.14,6.29,120.33
244,47.4,33.67,24.35,9.4,4.77,119.59
459,60.7,31.29,18.25,6.3,2.93,119.47
345,62.5,26.46,17.95,6.26,2.88,116.05
305,51.3,32.62,19.7,7.34,3.05,114.01
687,59.3,28.0,17.8,5.82,2.99,113.90999999999998
503,53.8,30.1,19.2,6.52,3.21,112.83
616,39.7,33.18,24.65,8.74,4.45,110.72
225,39.8,37.31,22.6,7.2,3.19,110.1
746,44.4,31.01,22.2,8.06,3.74,109.41
306,49.8,28.98,17.7,6.7,3.08,106.26
729,60.1,24.43,13.75,5.04,2.33,105.65
518,42.3,29.33,21.3,8.58,3.61,105.12
329,57.2,24.08,15.5,5.32,2.81,104.91
365,58.8,19.6,17.9,5.9,2.7,104.90000000000002
689,40.4,27.09,20.7,8.82,4.16,101.17
290,52.2,28.28,14.1,4.44,1.79,100.81
34,59.6,22.75,11.3,4.32,1.81,99.78
94,64.8,19.6,10.15,3.1,1.3,98.95
675,62.7,20.44,11.0,3.5,1.29,98.93
