,0,1,2,3,4
146,165.8,58.94,29.7,8.72,3.44
572,137.6,57.26,31.9,12.64,4.8
194,122.8,59.22,31.6,9.16,3.82
459,120.0,50.96,25.1,7.84,2.98
728,105.6,26.04,13.9,3.08,1.06
130,105.4,56.84,33.1,11.48,4.64
22,90.4,51.66,29.0,9.2,3.86
317,81.6,28.56,14.8,5.4,2.6
437,77.4,29.96,16.3,5.36,2.42
503,75.0,35.28,22.3,7.0,3.32
322,72.4,53.76,37.5,13.0,5.76
379,71.8,32.9,22.2,8.12,3.26
608,70.2,28.84,19.2,6.04,2.8
462,66.6,20.86,9.9,3.6,1.52
500,64.0,28.0,18.0,6.24,2.42
450,61.8,34.58,18.6,6.52,2.42
731,59.8,30.66,17.1,5.12,3.04
181,59.6,31.92,19.8,6.56,3.02
488,59.0,24.22,17.6,5.16,2.38
673,58.2,24.78,14.5,5.4,2.12
319,57.4,25.48,17.0,4.56,2.66
712,56.8,27.02,14.3,5.8,2.46
365,54.8,25.48,16.2,4.96,2.14
434,54.8,29.4,20.5,6.88,2.54
331,54.6,31.08,19.5,7.68,3.94
223,53.8,25.2,16.2,5.4,2.8
660,52.0,29.12,21.2,8.08,3.92
675,51.4,21.28,9.0,2.8,1.2
513,50.2,16.52,10.7,2.72,1.52
245,50.2,17.64,10.8,3.32,1.16
563,50.0,29.54,15.2,5.48,2.88
239,50.0,25.9,14.1,5.12,1.88
639,48.8,33.18,16.2,4.72,2.36
719,48.4,18.76,12.0,4.16,1.84
174,48.0,30.24,20.5,6.68,3.32
45,47.8,20.86,10.4,4.76,1.98
359,47.2,24.08,13.3,4.76,1.96
594,47.0,17.22,11.4,3.88,1.24
456,46.6,22.12,13.8,5.16,2.46
242,46.4,28.98,19.7,7.52,3.2
665,46.4,26.74,17.2,5.8,2.56
35,46.4,34.58,18.1,5.44,2.44
345,46.2,23.66,13.6,4.76,2.54
440,46.0,24.08,19.5,6.0,3.02
491,45.6,20.72,10.1,3.96,2.02
554,45.0,28.0,18.5,7.36,3.52
729,44.6,16.8,8.3,3.56,1.74
314,44.4,29.68,20.5,7.0,3.8
575,44.4,29.68,18.0,6.52,3.36
715,43.8,19.32,9.3,3.24,1.46
17,43.4,30.38,16.9,5.24,2.06
41,42.6,22.4,17.8,5.88,2.52
100,42.4,28.84,16.4,5.64,2.44
82,42.0,12.46,6.3,2.36,0.9
96,41.8,15.54,11.7,3.36,1.7
696,41.8,41.16,33.4,13.0,6.76
285,41.6,17.36,9.8,3.52,1.68
701,41.0,22.54,13.6,5.32,2.06
580,40.8,22.96,15.9,6.6,2.74
75,40.4,17.08,8.1,4.28,1.18
21,40.2,22.12,12.4,3.96,2.02
676,39.6,18.2,13.4,4.2,1.9
65,39.4,15.26,9.4,2.28,1.08
672,39.2,14.7,6.5,2.56,0.98
583,38.8,25.62,17.7,5.6,2.56
123,38.8,20.16,14.5,5.36,2.66
309,38.6,19.6,14.8,4.84,2.24
761,38.2,14.0,6.5,2.6,0.92
695,38.2,23.1,16.6,5.52,2.6
373,38.0,19.04,11.2,3.92,1.96
648,37.0,17.08,11.0,4.32,1.7
643,37.0,18.62,11.5,4.36,2.22
15,37.0,20.44,12.8,4.8,2.76
552,36.8,15.54,8.0,2.4,1.2
344,36.8,22.4,13.0,5.44,2.18
644,36.6,23.8,16.4,6.28,3.42
700,36.6,13.16,5.8,1.96,0.92
371,36.4,20.44,8.9,4.56,2.4
284,36.0,31.64,20.3,7.36,3.02
69,36.0,20.44,16.2,5.44,2.4
438,36.0,19.46,14.2,5.08,2.56
628,35.8,17.92,13.6,5.48,2.32
104,35.6,24.78,15.7,6.0,2.66
436,35.2,31.64,23.0,8.48,3.72
750,35.2,12.04,7.5,1.88,1.02
56,34.8,18.76,14.9,4.88,2.28
389,34.4,8.96,4.7,1.12,0.4
637,34.4,19.74,12.3,4.16,1.86
759,34.4,12.46,7.4,3.48,1.7
551,34.2,27.58,17.7,5.92,1.94
474,34.2,20.72,15.7,6.72,3.12
516,33.8,28.0,17.1,6.32,2.96
454,33.6,24.78,14.7,5.88,2.5
24,33.2,24.5,17.7,7.72,3.48
613,33.0,24.64,12.1,3.64,1.42
765,32.6,20.16,14.9,5.04,3.12
586,32.4,20.58,15.8,6.68,2.6
615,32.4,7.28,4.0,1.36,0.36
306,32.2,21.56,16.3,6.04,2.74
532,32.2,22.54,15.7,6.2,3.38
471,32.2,18.2,12.0,4.12,1.7
591,32.0,18.06,13.1,4.64,2.26
302,32.0,21.7,14.1,5.2,2.62
446,31.6,25.06,21.0,6.12,2.86
340,31.6,21.56,12.1,5.44,2.22
341,31.6,16.1,9.0,3.4,1.86
326,31.4,20.3,14.2,5.0,2.5
329,31.4,24.64,9.6,4.6,1.66
394,31.4,20.44,12.2,4.4,2.44
538,31.4,13.72,7.8,3.32,1.18
445,30.6,19.46,17.0,6.92,2.98
53,30.6,33.88,25.2,9.32,4.88
163,30.6,11.06,6.8,2.6,1.14
657,30.6,22.26,12.6,4.28,1.8
179,30.6,13.72,9.7,3.32,1.24
150,30.4,17.36,13.0,4.6,2.1
228,30.4,20.58,14.9,6.24,3.08
288,30.2,20.72,13.0,7.04,3.1
94,30.2,11.2,5.2,1.6,0.82
323,30.0,29.96,24.9,11.48,5.34
368,30.0,17.64,13.7,4.76,2.24
151,29.8,9.94,4.8,1.72,1.04
92,29.2,15.12,6.0,2.32,1.24
531,28.0,12.18,10.1,3.2,1.06
598,28.0,24.36,14.7,5.32,2.94
518,27.8,19.32,13.7,5.08,2.44
641,27.8,26.74,17.4,6.04,2.16
589,27.6,23.24,15.0,5.16,3.16
408,27.2,21.98,20.6,8.28,3.98
11,27.2,16.52,11.6,3.32,2.0
178,27.2,12.74,6.2,2.4,0.74
156,26.8,14.98,9.5,3.68,1.62
290,26.8,24.92,10.8,3.36,1.9
307,26.6,34.3,18.1,5.68,2.44
663,26.4,15.26,8.4,3.64,2.08
625,26.4,27.16,16.7,6.84,3.1
392,26.4,21.56,16.1,4.88,2.18
171,26.2,14.98,10.7,3.12,1.54
570,26.2,15.54,10.8,4.4,2.02
519,26.2,18.34,13.8,5.64,3.1
484,26.2,15.4,7.6,3.0,1.3
195,26.0,14.84,5.0,1.84,0.96
364,26.0,27.58,9.6,3.24,1.48
129,26.0,20.86,14.4,6.56,3.82
501,26.0,19.32,14.5,5.36,2.56
287,25.8,17.22,11.5,4.2,1.84
180,25.8,20.44,16.0,5.72,2.6
343,25.8,16.52,11.2,5.0,1.92
333,25.8,17.22,16.1,5.44,2.92
153,25.6,17.08,11.6,5.0,2.52
327,25.2,9.24,3.7,1.6,0.72
425,25.2,16.52,10.8,4.76,1.88
1,25.2,23.52,18.8,6.96,3.8
669,25.0,17.92,12.4,4.96,3.02
72,25.0,17.5,12.4,4.56,2.16
335,25.0,17.08,14.7,5.0,2.04
409,24.8,20.86,16.9,7.08,3.86
112,24.6,15.4,12.5,4.28,2.62
694,24.4,16.38,10.3,3.96,1.94
419,24.2,17.64,13.1,6.36,2.5
66,24.0,23.38,13.7,5.6,2.78
235,23.8,22.82,14.6,5.8,3.2
157,23.6,8.68,2.9,1.44,0.52
12,23.6,16.38,13.2,5.6,2.74
418,23.6,17.5,13.4,4.6,2.04
468,22.8,16.8,11.0,5.44,2.5
3,22.6,10.78,7.2,2.72,1.3
404,22.6,18.48,13.9,4.92,2.62
111,22.4,21.42,17.0,5.96,3.04
472,22.2,14.98,13.7,4.32,2.4
689,22.0,18.06,13.9,5.24,2.76
