,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
680,361.9,26.88,9.15,2.44,0.52,400.88999999999993
468,155.9,97.3,65.75,23.66,11.95,354.56
552,227.3,72.24,35.95,11.04,5.16,351.69000000000005
111,170.5,85.12,56.4,19.14,8.81,339.97
394,128.0,82.95,51.5,19.46,8.57,290.48
35,138.2,83.51,39.65,11.94,4.86,278.16
663,129.5,70.35,47.6,16.7,7.73,271.88
759,148.5,63.91,37.65,12.86,5.49,268.41
487,95.5,77.84,53.2,19.7,9.45,255.69
440,130.2,62.58,35.45,11.96,5.37,245.56
238,85.6,76.93,43.8,17.14,7.88,231.35
112,114.0,64.12,36.05,11.38,5.01,230.56
499,79.8,70.42,50.75,19.74,9.52,230.23
628,108.4,59.78,37.2,13.4,6.21,224.99
104,101.1,64.54,37.9,14.42,6.09,224.05
31,68.0,63.28,56.35,23.28,12.25,223.16
307,119.6,51.8,31.2,10.16,4.63,217.39
153,102.1,60.62,35.45,12.6,5.88,216.65
500,120.9,50.19,29.95,10.0,4.81,215.85
150,99.6,54.81,35.55,14.62,5.99,210.57
478,67.8,61.88,48.85,20.66,10.68,209.87
454,98.2,55.37,35.7,12.32,5.77,207.36
151,131.7,41.37,23.95,6.66,3.34,207.02
107,68.3,61.18,49.05,17.18,8.46,204.17
240,77.7,56.77,40.05,15.7,7.46,197.68
23,105.0,57.05,19.25,5.68,2.3,189.28000000000003
163,112.9,43.19,21.15,6.4,3.12,186.76
190,63.0,56.42,41.4,17.1,7.86,185.78
670,63.2,51.73,42.25,17.08,7.76,182.02
217,75.0,51.94,32.8,14.2,6.72,180.66
445,76.1,52.99,32.4,10.72,5.33,177.54000000000005
113,62.3,81.62,24.15,5.92,2.47,176.46
580,80.3,51.24,28.0,11.36,4.93,175.82999999999996
665,82.8,48.09,29.3,9.38,4.39,173.95999999999995
100,65.9,65.31,27.65,8.8,4.26,171.92000000000004
682,64.2,49.77,35.85,13.4,6.54,169.76
84,62.7,51.1,34.65,13.58,6.26,168.29000000000005
704,41.9,48.51,45.15,19.54,10.42,165.51999999999995
433,59.3,43.82,38.4,15.22,7.45,164.19
166,65.4,50.47,32.4,10.76,4.82,163.85
385,60.1,44.1,36.25,12.28,6.05,158.78
460,64.0,43.47,28.9,12.58,6.01,154.96
146,84.1,38.57,20.2,6.44,2.83,152.14
335,56.7,42.84,32.65,11.94,5.79,149.92
195,98.4,29.47,15.0,4.54,1.83,149.24
194,69.2,38.57,23.35,7.8,3.38,142.3
43,46.8,38.92,33.4,14.98,6.9,141.0
121,57.2,44.73,26.2,8.74,4.03,140.9
40,46.2,40.6,29.85,13.66,6.78,137.09
20,77.1,35.0,17.65,5.18,2.12,137.05
109,53.2,36.96,28.75,12.26,5.65,136.82
572,66.9,36.05,21.75,8.08,3.4,136.18
97,47.1,39.41,30.85,11.88,6.21,135.45
449,,71.47,43.3,14.18,6.3,135.25
479,48.9,39.9,26.4,10.7,5.06,130.95999999999998
230,42.5,39.13,30.4,12.64,5.86,130.53
667,21.2,38.71,41.1,17.66,10.49,129.16
758,46.0,39.41,27.5,10.56,5.55,129.02
103,,47.6,45.2,22.54,11.64,126.98
760,40.3,36.47,28.3,11.82,5.63,122.51999999999998
210,41.0,32.83,30.25,11.96,6.45,122.49
345,64.6,28.42,18.6,5.84,2.81,120.27
459,62.0,27.93,20.9,6.28,2.7,119.81000000000002
299,54.7,34.02,20.95,6.72,2.98,119.37
