,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,4030.6,625.8,238.0,64.8,24.72,4983.92
150,437.0,268.45,127.25,36.7,14.45,883.8500000000001
608,413.8,264.74,89.75,28.24,12.42,808.9499999999999
668,374.9,371.0,272.3,106.2,53.08,1177.48
111,273.5,159.6,67.65,23.26,11.02,535.03
623,219.8,266.07,189.95,76.56,37.58,789.9599999999999
620,182.1,123.62,84.4,29.14,12.99,432.25
456,163.7,186.55,96.55,28.74,11.25,486.79
756,156.0,132.09,97.1,37.14,18.02,440.35
62,150.8,383.67,368.65,141.34,63.64,1108.1000000000001
1074,141.3,107.87,55.6,16.94,5.93,327.64000000000004
513,132.1,77.77,50.55,16.6,7.04,284.06000000000006
141,129.9,102.62,70.1,25.18,11.93,339.73
291,118.2,87.92,54.3,18.88,9.08,288.38
363,114.8,54.81,31.2,8.48,3.41,212.7
426,101.1,116.34,73.95,25.28,12.62,329.28999999999996
193,95.7,84.0,59.1,24.5,10.76,274.05999999999995
388,93.7,77.7,65.55,24.42,11.35,272.72
505,91.3,43.54,28.65,10.04,4.62,178.15
1080,85.7,92.4,54.4,18.16,8.17,258.83000000000004
351,84.5,61.46,28.95,9.28,4.14,188.32999999999998
444,71.4,61.32,25.5,8.52,4.02,170.76000000000002
983,71.4,21.07,8.95,2.8,1.07,105.28999999999999
144,71.4,82.11,67.4,26.4,12.54,259.85
815,67.5,154.84,118.55,48.68,22.87,412.44
87,62.1,37.59,23.4,9.1,4.21,136.4
1,60.6,41.16,21.75,5.8,3.0,132.31
520,59.5,123.76,80.95,31.32,15.58,311.10999999999996
95,56.5,35.49,24.9,9.7,4.65,131.24
586,56.3,32.9,19.65,6.82,3.08,118.74999999999999
821,55.8,33.95,19.7,7.1,3.46,120.00999999999999
618,50.9,46.34,36.9,16.52,8.17,158.83
48,48.3,90.16,58.35,21.46,10.41,228.67999999999998
167,47.6,35.63,26.8,10.82,5.86,126.71
709,47.3,42.14,29.85,11.34,5.97,136.6
851,46.8,26.11,17.65,6.46,2.93,99.95
703,46.3,58.31,43.25,17.18,9.5,174.54000000000002
415,45.0,42.42,29.95,10.2,4.4,131.97
1046,39.9,93.1,51.6,16.06,7.79,208.45
60,37.9,33.25,26.15,9.76,4.68,111.74000000000001
64,37.6,290.43,225.25,95.66,49.72,698.66
563,37.3,20.37,8.0,4.52,1.9,72.09
79,37.1,46.41,49.1,24.28,13.02,169.91
624,37.0,17.43,8.2,2.98,1.5,67.11
149,31.4,17.43,7.55,2.7,1.02,60.1
237,30.6,27.44,23.95,9.62,5.43,97.04000000000002
838,29.9,35.77,23.25,8.38,3.82,101.11999999999999
585,29.9,17.92,10.85,3.52,1.94,64.13000000000001
318,29.5,92.26,95.05,45.54,24.67,287.02000000000004
230,28.1,47.53,37.35,18.6,10.9,142.48
484,28.1,37.87,26.9,9.82,4.95,107.64
25,27.6,25.41,19.35,6.7,3.29,82.35000000000002
208,27.5,18.76,16.5,6.4,3.27,72.43
49,26.2,15.12,9.1,3.1,1.52,55.040000000000006
782,25.6,30.73,11.8,3.82,1.67,73.61999999999999
1022,25.6,22.4,15.45,6.76,3.78,73.99000000000001
735,24.6,15.05,7.75,2.84,1.5,51.74000000000001
321,24.0,12.74,7.7,2.74,1.01,48.190000000000005
973,22.4,12.25,8.0,3.0,1.19,46.839999999999996
956,22.3,22.26,14.95,6.16,3.13,68.8
459,22.3,57.33,77.25,40.14,22.42,219.44
635,21.1,13.02,9.25,3.14,1.33,47.84
356,20.7,23.45,17.0,7.7,3.9,72.75
130,20.4,23.66,13.2,4.04,2.21,63.510000000000005
430,19.2,41.16,39.55,20.96,12.39,133.26
152,19.1,16.45,10.55,4.42,2.12,52.63999999999999
1075,18.7,31.57,25.65,11.44,5.96,93.31999999999998
1044,18.0,13.93,9.7,3.14,1.69,46.459999999999994
201,17.2,25.9,21.3,8.48,4.19,77.07
176,17.0,9.1,6.3,1.66,0.53,34.589999999999996
810,16.9,9.66,4.4,2.44,0.77,34.17
100,16.5,16.8,10.85,4.36,1.54,50.05
377,16.2,65.73,53.15,22.0,11.8,168.88000000000002
921,15.2,16.8,14.6,4.46,1.82,52.88
928,15.2,29.33,30.35,13.98,7.26,96.12
612,14.8,25.2,24.95,10.04,5.67,80.66000000000001
555,14.6,23.24,15.45,6.66,3.26,63.20999999999999
423,14.6,12.46,10.7,3.42,1.94,43.120000000000005
765,14.4,6.86,2.95,1.16,0.42,25.790000000000003
109,14.3,6.16,3.15,1.1,0.64,25.35
552,13.9,18.83,18.6,8.34,3.77,63.440000000000005
759,12.9,19.67,17.1,7.34,3.76,60.77
41,12.7,35.28,31.25,16.1,9.8,105.13000000000001
622,12.4,13.51,13.0,5.38,3.35,47.64
421,12.4,8.96,7.3,2.62,1.1,32.38
253,11.4,9.59,6.55,2.6,1.36,31.500000000000004
689,10.7,7.28,4.45,1.46,0.75,24.64
726,10.5,4.34,2.4,0.96,0.5,18.7
822,10.4,16.59,11.2,5.18,3.2,46.57
1051,10.3,10.78,7.8,3.98,1.85,34.71
449,8.7,12.88,13.0,5.7,3.02,43.300000000000004
685,8.4,13.86,9.1,3.8,2.35,37.51
812,8.0,9.73,8.4,3.92,2.07,32.120000000000005
576,8.0,7.84,4.7,1.36,0.7,22.599999999999998
12,8.0,17.15,9.0,3.62,1.48,39.24999999999999
893,7.8,4.27,3.9,1.48,0.63,18.08
932,7.8,10.92,5.2,1.84,1.04,26.799999999999997
327,7.7,35.63,38.15,15.28,7.66,104.42
453,7.5,11.41,7.25,2.68,1.53,30.37
416,7.5,6.16,2.35,1.1,0.47,17.580000000000002
734,7.4,13.51,9.3,3.76,1.84,35.81
805,7.4,8.47,8.7,4.38,2.53,31.48
770,7.4,11.06,7.95,2.08,1.07,29.560000000000002
1009,7.2,15.68,16.8,8.76,6.16,54.599999999999994
678,7.2,6.58,5.65,2.56,1.13,23.119999999999997
999,6.1,3.92,2.3,0.68,0.41,13.41
975,6.0,15.33,17.75,9.14,6.1,54.32
1002,5.4,6.3,8.15,4.42,2.54,26.810000000000002
656,5.4,10.85,9.95,5.04,3.35,34.589999999999996
123,5.4,10.85,12.3,5.68,3.38,37.61000000000001
283,4.8,6.16,1.6,0.66,0.17,13.39
277,4.8,5.46,4.75,1.76,1.28,18.05
954,4.8,8.12,8.9,5.36,3.88,31.06
923,4.8,7.84,10.45,4.88,2.82,30.79
693,4.3,26.81,31.4,16.92,9.46,88.89000000000001
1032,4.3,4.62,3.95,1.34,0.74,14.950000000000001
718,4.3,3.15,2.35,0.76,0.52,11.079999999999998
707,4.2,10.57,13.65,6.78,4.08,39.28
769,4.1,8.96,8.45,3.28,1.53,26.32
346,3.9,9.03,10.5,4.04,2.16,29.63
80,3.9,6.93,4.4,1.9,0.91,18.04
21,3.7,7.84,10.7,5.2,2.92,30.36
697,3.6,8.26,9.4,5.46,3.65,30.369999999999997
716,3.5,3.43,1.95,0.9,0.46,10.24
799,3.5,4.62,4.7,1.64,0.76,15.22
457,3.5,13.23,9.5,4.08,1.79,32.1
529,3.5,5.11,3.85,2.04,1.1,15.6
912,3.3,8.19,6.7,2.22,1.06,21.469999999999995
94,3.2,2.38,3.4,2.22,1.22,12.420000000000002
646,3.1,4.55,2.55,0.94,0.58,11.719999999999999
139,3.0,4.34,3.65,1.9,1.06,13.950000000000001
650,3.0,3.5,3.85,2.78,1.17,14.299999999999999
614,2.9,5.18,2.05,0.76,0.3,11.19
284,2.7,1.26,0.6,0.38,0.13,5.069999999999999
528,2.6,2.8,1.75,0.9,0.6,8.65
10,2.6,4.34,7.3,3.62,2.59,20.45
775,2.5,29.47,20.45,9.28,3.99,65.69
993,2.4,0.98,0.7,0.36,0.17,4.61
372,2.4,1.75,0.75,0.18,0.14,5.22
897,2.3,3.15,1.85,1.14,0.53,8.969999999999999
836,2.3,3.78,5.15,3.22,2.03,16.48
854,2.3,6.23,10.0,5.12,3.62,27.270000000000003
1056,2.2,3.85,3.95,2.1,1.33,13.43
175,2.2,4.97,9.85,6.96,4.7,28.68
90,2.2,5.39,8.25,5.68,4.19,25.71
995,2.1,3.78,3.55,2.3,1.37,13.100000000000001
92,2.1,4.41,2.2,1.1,0.48,10.290000000000001
437,2.1,1.68,0.75,0.12,0.19,4.840000000000001
541,2.0,1.61,1.25,0.5,0.2,5.5600000000000005
989,1.9,1.33,1.05,0.42,0.23,4.930000000000001
1004,1.9,2.87,2.3,1.42,0.86,9.349999999999998
704,1.8,10.01,12.9,6.06,3.74,34.51
595,1.8,1.12,0.8,0.46,0.24,4.42
65,1.8,2.66,1.3,0.48,0.13,6.37
306,1.7,2.45,3.4,1.16,0.66,9.370000000000001
556,1.5,1.12,1.3,0.46,0.21,4.59
19,1.5,1.05,0.65,0.24,0.2,3.6399999999999997
643,1.5,0.98,0.9,0.36,0.15,3.8899999999999997
424,1.5,3.5,2.95,1.76,1.1,10.81
700,1.3,0.49,0.25,0.1,0.08,2.22
1034,1.3,2.52,1.05,0.5,0.36,5.73
1019,1.2,2.03,2.35,0.58,0.42,6.58
82,1.2,0.84,1.05,0.58,0.36,4.03
584,1.1,1.12,0.65,0.44,0.26,3.5700000000000003
477,1.1,3.29,3.0,1.22,0.77,9.38
538,1.1,0.84,0.5,0.32,0.14,2.9
950,1.1,2.17,1.35,0.64,0.38,5.64
702,1.0,1.96,2.8,1.06,0.88,7.7
801,0.8,1.82,1.9,1.06,0.55,6.13
852,0.8,0.14,,,0.02,0.9600000000000001
740,0.8,3.36,4.3,1.9,1.22,11.580000000000002
1076,0.8,2.1,2.5,1.22,0.76,7.38
863,0.8,0.77,0.7,0.66,0.33,3.2600000000000002
168,0.7,0.63,0.8,0.32,0.25,2.6999999999999997
1059,0.7,1.26,1.45,0.54,0.4,4.3500000000000005
767,0.7,0.42,0.35,0.1,0.03,1.5999999999999999
567,0.7,1.12,2.3,1.44,0.89,6.45
335,0.7,0.84,0.8,0.48,0.22,3.04
843,0.6,0.42,0.15,0.02,0.05,1.24
1010,0.6,0.63,0.15,0.04,0.04,1.46
549,0.6,14.28,11.9,3.06,1.59,31.43
242,0.5,0.98,1.75,0.98,0.69,4.9
51,0.5,1.26,1.5,0.4,0.3,3.9599999999999995
270,0.5,1.26,2.1,0.72,0.53,5.11
575,0.5,1.05,1.25,0.6,0.54,3.94
397,0.5,0.56,0.9,0.54,0.29,2.79
398,0.5,0.49,0.4,0.08,0.03,1.5000000000000002
103,0.5,0.28,0.15,0.04,0.02,0.9900000000000001
112,0.5,1.54,3.1,1.08,0.84,7.0600000000000005
828,0.4,0.21,0.35,0.14,0.08,1.1800000000000002
994,0.4,2.24,1.95,0.6,0.31,5.499999999999999
717,0.4,2.24,3.2,2.12,1.06,9.02
340,0.4,1.12,0.85,0.52,0.34,3.23
1027,0.4,0.56,0.55,0.06,0.03,1.6000000000000003
