,0,1,2,3,4
794,4024.4,492.94,172.7,47.96,17.18
608,447.2,392.42,94.4,32.64,14.1
709,345.8,222.18,143.3,47.08,21.86
141,343.0,237.16,157.8,53.52,23.32
851,300.2,178.36,94.7,30.48,13.24
95,278.0,168.28,97.5,32.4,16.14
167,243.0,175.84,125.9,47.16,22.3
668,207.0,356.58,278.4,120.24,66.12
513,197.4,148.96,92.0,29.36,11.82
620,172.0,153.44,79.4,24.08,11.24
87,163.4,89.18,65.4,26.04,11.22
821,157.0,100.1,58.1,21.28,10.0
109,153.0,63.28,30.5,9.84,4.06
928,145.8,212.94,198.6,77.56,37.62
150,135.2,127.26,55.8,17.16,8.14
111,132.6,115.92,50.1,19.0,9.1
624,132.0,60.2,34.3,10.88,4.6
726,128.4,61.32,34.1,12.4,5.1
563,123.2,71.12,39.2,15.96,7.24
25,103.2,108.22,65.9,24.72,10.98
765,95.2,47.88,19.7,6.56,2.28
62,94.8,512.96,425.8,139.72,57.34
237,93.8,98.84,75.4,31.08,16.88
152,90.6,71.68,47.9,15.84,8.16
1044,90.4,62.44,41.6,14.68,7.76
973,85.6,53.62,32.2,11.6,6.32
505,71.2,34.3,25.5,9.64,4.1
586,70.8,48.72,26.1,8.24,4.18
585,69.8,47.46,29.1,10.96,4.8
291,53.8,52.22,35.3,11.84,5.7
697,47.0,71.68,81.1,41.84,24.46
623,46.6,143.22,107.5,42.36,22.54
576,45.6,38.22,18.2,5.44,2.74
363,45.0,49.42,18.1,6.92,2.6
193,44.0,70.98,57.2,26.0,13.16
208,43.6,39.62,29.8,12.52,7.04
854,43.4,80.5,96.9,46.92,27.46
759,42.2,53.62,43.8,18.6,8.72
356,39.6,54.74,44.9,18.28,8.26
351,38.6,42.98,16.1,5.68,2.48
810,38.4,28.7,14.5,4.6,2.1
90,38.0,87.78,104.4,57.0,34.06
253,37.8,35.84,24.4,10.44,4.46
1,35.2,41.3,22.6,8.32,4.14
60,32.6,35.42,23.6,11.04,5.5
79,28.2,38.5,39.9,22.6,12.38
775,26.2,75.74,56.7,21.12,9.68
838,25.8,59.5,28.1,8.12,4.48
956,25.4,22.82,18.4,7.08,3.7
614,24.8,30.94,12.4,3.64,1.38
149,22.8,9.94,7.5,2.68,0.88
735,21.2,16.38,8.2,2.8,1.34
321,19.4,12.04,8.3,2.64,1.34
1004,19.0,24.08,21.4,11.04,6.4
49,18.0,13.44,5.0,2.08,1.1
756,17.4,24.5,21.9,10.36,6.46
456,16.6,40.88,35.4,10.04,3.38
1009,16.4,47.6,54.1,28.48,18.4
416,16.4,13.02,7.6,2.76,1.08
932,14.8,11.2,6.2,2.16,1.14
1051,14.6,16.1,13.6,5.72,3.78
703,13.8,22.54,19.0,9.36,5.04
10,13.4,24.36,26.5,15.76,10.24
635,13.2,12.04,8.7,2.24,1.22
92,13.2,10.5,7.8,3.36,1.56
426,12.4,32.2,22.9,7.76,3.82
176,12.0,7.28,4.9,1.48,0.8
388,11.0,23.1,17.1,6.92,3.62
689,11.0,7.84,5.7,2.32,0.56
