,0,1,2,3,4
794,5366.3,607.46,209.15,52.26,18.15
608,516.3,548.31,138.35,44.98,18.83
150,347.6,402.92,160.3,38.52,16.37
668,329.2,592.48,434.55,168.88,87.09
620,234.3,259.28,132.35,44.14,18.91
709,189.9,134.47,96.3,37.28,16.32
141,177.5,138.74,96.2,34.26,16.42
756,164.7,174.37,137.05,54.3,27.73
95,139.4,96.67,65.85,24.3,11.05
87,138.9,88.48,62.6,23.26,10.12
821,121.5,73.29,45.4,17.0,7.79
167,114.6,93.66,68.75,27.52,15.17
111,114.3,116.83,50.65,19.46,10.71
513,105.1,82.46,55.6,19.12,8.82
851,94.1,74.76,45.0,14.44,6.45
505,88.8,44.8,30.05,12.1,5.41
623,79.1,241.43,177.35,74.18,37.53
624,76.7,42.28,22.2,7.82,2.98
563,75.5,40.74,26.05,9.54,4.63
456,70.7,138.25,124.6,32.92,11.33
25,69.3,89.95,53.7,20.44,9.59
237,68.4,71.68,61.2,25.84,12.65
928,68.3,123.55,120.3,52.12,27.74
62,68.2,546.98,511.05,175.88,73.05
586,61.5,47.95,25.9,9.58,4.87
765,61.4,34.93,13.75,3.82,1.78
585,60.0,37.59,26.95,9.54,4.21
726,56.5,35.56,18.5,6.22,2.86
973,53.0,35.42,21.15,8.26,4.09
291,49.4,72.52,45.75,16.74,6.86
1,48.3,60.34,31.8,9.84,4.7
109,44.4,21.77,12.85,3.54,1.88
152,39.8,36.33,26.55,10.86,4.76
363,39.6,48.93,21.25,7.1,2.49
193,34.8,55.86,43.6,18.12,9.25
810,33.6,21.49,13.4,4.32,1.85
576,26.9,24.92,12.45,3.76,1.99
351,26.7,43.96,18.25,6.3,2.61
149,26.2,18.97,9.45,3.54,1.38
356,25.9,35.7,29.95,13.2,6.65
759,22.2,33.88,28.5,11.62,5.51
426,21.1,71.26,47.6,17.02,9.4
1044,19.3,20.86,15.6,5.38,2.71
321,18.5,13.37,6.85,2.72,1.38
208,18.1,14.56,12.2,5.64,3.34
614,17.4,20.09,10.2,2.64,1.05
703,16.9,36.05,30.7,13.82,8.03
388,16.9,35.0,30.05,13.78,7.02
79,16.5,35.84,42.15,22.94,14.25
635,12.9,11.55,7.25,2.4,1.21
49,12.6,10.43,5.55,2.02,0.98
444,12.5,28.49,11.6,4.24,2.1
253,12.5,12.25,10.4,3.86,2.45
854,12.4,26.11,35.5,21.0,13.24
735,11.7,10.01,5.35,2.1,1.08
983,11.3,6.58,3.05,0.82,0.38
130,11.3,28.84,13.85,4.56,2.55
1004,11.3,14.91,13.6,6.58,4.69
90,11.2,29.68,40.6,25.08,16.92
60,11.0,14.35,12.9,5.0,2.84
932,10.3,8.82,5.65,1.8,0.92
697,10.1,19.18,25.95,15.6,10.47
520,9.6,73.5,54.05,22.84,13.79
176,9.1,6.09,3.95,1.44,0.65
1075,8.7,44.94,37.5,14.66,8.37
782,8.2,27.09,9.25,3.46,1.61
416,7.0,6.65,4.05,1.66,0.58
415,6.9,13.44,13.15,5.62,2.33
1074,6.6,19.39,18.45,8.08,3.92
956,6.5,7.56,6.3,2.58,1.7
1051,5.7,6.16,5.1,2.98,1.59
10,5.7,12.39,15.35,9.68,6.78
144,4.9,18.48,21.25,10.42,5.2
139,4.9,7.42,7.9,2.78,1.7
689,4.7,4.13,2.05,1.08,0.35
100,4.2,5.88,4.45,1.8,1.02
718,4.1,3.36,1.75,0.72,0.46
48,3.8,27.86,21.8,8.52,5.23
92,3.7,5.18,3.35,1.32,0.88
64,3.4,233.94,185.6,95.88,53.01
230,3.4,21.77,17.85,10.7,7.9
993,3.3,2.52,1.95,0.6,0.25
1080,3.1,9.52,6.45,2.4,1.52
372,2.8,0.91,0.85,0.28,0.08
421,2.8,2.66,2.05,0.84,0.35
1046,2.7,27.37,15.95,7.54,4.83
377,2.6,59.99,49.75,20.16,11.79
283,2.6,3.99,1.1,0.32,0.17
767,2.1,1.19,0.35,0.18,0.05
1019,2.0,2.73,2.4,1.04,0.62
921,1.9,4.41,5.55,2.06,0.92
999,1.7,0.84,0.85,0.28,0.09
836,1.6,4.55,6.6,3.78,2.67
41,1.6,15.47,15.0,8.06,6.18
484,1.4,8.05,8.4,4.06,2.2
423,1.4,3.92,3.45,1.46,0.83
498,1.4,0.07,0.15,,0.01
622,1.4,2.1,2.0,1.12,0.83
201,1.4,7.35,7.5,2.46,1.65
552,1.3,3.01,3.85,2.38,1.46
1002,1.2,2.8,4.65,2.26,2.01
775,1.2,15.96,16.35,8.26,3.91
612,1.2,9.73,10.6,5.6,3.13
1032,1.1,1.19,1.4,0.56,0.31
815,1.1,40.6,39.7,19.28,10.94
843,1.0,1.05,0.9,0.16,0.04
798,0.9,0.21,0.1,0.06,0.01
318,0.9,24.01,36.95,22.02,12.65
