,0,1,2,3,4
680,585.2,47.95,17.65,4.14,1.38
552,230.0,76.3,38.8,12.86,5.65
151,202.6,58.73,29.15,10.2,4.44
468,159.7,105.91,67.4,23.8,11.32
759,142.1,63.98,37.7,13.28,5.63
663,140.4,81.76,53.6,18.72,8.93
693,129.3,66.5,40.45,13.56,6.27
84,125.6,92.33,63.05,23.7,11.34
163,125.2,51.38,25.9,8.1,3.29
121,123.3,84.49,48.1,14.84,6.73
299,122.5,75.6,37.4,13.06,6.09
166,117.9,89.18,55.5,16.5,7.85
35,114.8,68.6,33.2,10.96,4.56
307,112.6,45.5,29.2,10.04,3.94
628,110.2,60.34,37.1,14.62,6.41
416,108.5,88.76,72.55,27.74,13.44
230,108.2,94.43,68.0,26.82,12.39
238,106.4,97.37,64.05,22.78,10.56
23,104.7,66.5,23.4,7.32,2.67
547,101.1,55.3,35.0,11.02,5.03
111,98.4,51.38,32.25,11.96,5.39
623,97.9,46.2,50.45,13.96,5.7
687,93.2,45.15,28.75,9.28,4.99
440,86.7,44.24,26.0,8.84,3.98
394,86.4,56.91,34.35,13.84,6.01
20,85.4,47.39,21.6,6.4,2.85
478,84.1,76.58,64.6,28.5,13.78
97,82.8,76.58,58.55,22.3,10.39
454,82.5,51.52,35.2,12.32,5.67
460,82.5,56.84,42.8,16.24,7.34
150,81.0,45.78,31.15,11.32,5.25
152,80.4,60.69,40.35,16.48,7.86
225,80.1,77.49,44.85,14.76,6.75
34,78.5,35.56,19.45,7.38,2.84
113,76.3,83.93,27.65,7.9,3.04
511,75.3,47.53,29.4,10.26,5.11
183,71.9,77.07,53.6,18.62,8.89
327,70.8,22.96,13.4,3.9,1.67
500,68.4,33.95,18.6,7.26,3.18
240,64.4,46.2,29.1,10.54,5.4
274,64.2,18.06,10.1,3.18,1.28
109,63.8,53.13,36.95,14.56,6.91
82,61.6,21.21,12.95,3.88,2.01
682,61.5,49.07,33.95,13.86,6.84
104,60.8,36.26,23.4,7.84,3.88
107,59.7,56.91,44.65,17.26,8.62
665,58.0,34.44,19.1,6.66,3.21
377,57.2,25.2,15.25,5.34,2.24
616,57.2,55.51,40.45,13.4,6.42
271,56.6,18.9,7.95,3.14,1.12
585,55.9,35.56,25.5,10.38,4.5
100,55.2,56.77,24.05,7.82,3.69
146,54.4,29.75,16.8,5.82,2.24
195,53.9,18.76,8.85,2.9,1.18
655,53.6,49.07,37.05,14.64,6.72
335,53.1,43.68,33.6,12.96,6.31
349,52.0,29.19,18.4,5.98,2.99
190,51.0,44.87,35.95,14.22,6.08
675,50.2,18.69,8.85,3.48,1.45
217,48.5,33.18,23.7,9.68,4.99
746,46.9,34.16,25.65,9.18,4.49
363,46.9,23.94,15.2,5.24,2.26
189,45.6,31.85,23.45,8.0,3.88
385,45.4,36.05,27.05,10.06,4.77
94,45.4,16.1,9.8,2.8,1.35
31,44.8,38.15,30.35,13.7,7.66
365,44.6,18.9,12.15,4.28,1.92
345,44.4,22.61,13.85,4.12,2.0
445,44.4,37.73,21.45,7.06,3.85
40,44.0,27.37,25.65,10.72,5.52
580,43.7,27.58,16.0,5.76,2.59
153,42.7,25.62,17.55,6.04,2.79
664,42.6,19.11,8.8,3.38,1.42
572,42.4,24.01,15.7,6.8,2.78
194,42.4,29.26,18.95,6.08,2.57
727,40.9,37.03,24.65,9.1,4.72
487,40.9,31.92,26.0,9.68,4.83
