,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
572,252.54,110.88,62.58,20.26,8.212,454.4719999999999
608,154.54,67.886,41.84,14.468,6.632,285.366
130,135.18,69.314,42.35,14.096,5.98,266.92
417,156.34,61.306,34.69,10.232,4.15,266.71799999999996
660,113.0,73.122,49.6,19.1,9.008,263.83
314,96.56,67.032,44.63,17.64,7.828,233.68999999999997
459,139.94,49.322,31.32,9.244,3.682,233.50799999999998
194,130.76,54.292,33.16,9.548,4.064,231.82399999999998
379,120.72,53.578,35.96,12.252,5.27,227.78000000000003
100,109.96,66.122,31.49,9.72,4.194,221.486
35,89.64,77.49,34.66,10.82,4.696,217.30599999999998
181,112.2,51.674,35.86,11.9,5.322,216.956
728,148.12,35.56,15.29,4.272,1.52,204.762
474,76.04,52.08,40.08,15.756,7.576,191.53199999999998
322,70.52,55.776,37.89,13.28,5.916,183.38199999999998
434,82.82,45.36,28.1,10.008,4.702,170.99
696,49.48,51.534,41.45,17.648,8.796,168.908
488,98.18,35.0,22.98,7.792,3.562,167.514
331,77.1,41.846,27.42,10.416,4.88,161.66199999999998
731,86.92,37.156,24.09,8.324,3.594,160.084
503,84.92,38.248,21.33,7.472,3.098,155.068
22,68.7,42.756,28.64,9.612,4.19,153.898
500,82.16,35.658,23.92,8.108,3.652,153.498
450,74.76,38.122,21.57,7.404,3.496,145.352
509,,67.592,47.88,17.852,8.82,142.144
69,64.74,36.19,24.05,8.648,4.068,137.696
228,54.92,36.19,25.85,10.568,5.104,132.632
245,79.62,28.826,14.6,5.092,2.186,130.324
712,67.52,28.644,18.03,6.02,2.748,122.96199999999999
174,55.0,32.186,22.46,8.576,3.93,122.15200000000002
564,,69.44,35.08,12.144,5.46,122.124
323,33.64,34.09,32.38,14.12,7.486,121.71600000000002
668,44.34,35.126,26.58,10.528,5.034,121.60800000000002
345,62.16,31.962,18.15,6.136,2.81,121.21799999999999
317,70.48,26.39,16.5,4.976,2.154,120.5
563,56.64,33.082,19.64,7.552,3.444,120.35800000000002
496,51.7,32.886,22.88,8.5,4.102,120.06800000000001
17,54.46,35.14,19.68,6.96,3.122,119.362
242,54.98,31.486,21.39,7.908,3.406,119.17
365,63.34,28.084,17.46,6.36,2.762,118.00600000000001
491,72.66,25.41,13.18,4.328,1.904,117.482
715,68.22,26.152,15.38,4.784,2.216,116.752
235,41.54,36.974,23.68,8.696,4.22,115.10999999999999
129,40.7,32.816,25.13,10.236,5.038,113.92
436,39.92,37.688,23.37,8.516,3.894,113.38800000000002
284,41.58,38.374,21.15,7.772,3.522,112.39800000000002
594,72.6,22.022,11.96,4.084,1.662,112.328
440,53.02,28.0,19.48,6.724,3.016,110.24000000000002
437,62.44,25.284,14.75,4.828,2.11,109.41199999999999
676,59.88,24.738,16.27,5.728,2.472,109.08799999999998
461,39.3,29.764,24.82,10.076,5.102,109.06199999999998
221,39.36,30.352,24.58,9.692,4.948,108.93200000000002
182,40.84,32.06,23.06,8.188,3.81,107.95800000000001
306,46.0,30.828,18.8,7.456,3.56,106.644
516,43.76,32.76,18.68,6.736,3.03,104.966
554,41.84,29.862,20.4,7.676,3.698,103.476
589,42.3,29.26,19.61,7.992,3.51,102.67200000000001
518,43.4,29.274,19.04,7.32,3.5,102.53399999999999
24,37.72,28.364,23.25,8.692,4.068,102.09400000000001
723,49.32,24.948,16.66,6.352,2.814,100.094
631,22.8,37.912,24.85,9.216,4.276,99.054
598,36.02,32.242,18.97,6.792,2.97,96.994
66,36.96,27.636,19.56,8.392,3.976,96.524
583,40.5,25.494,18.52,6.92,3.506,94.94
483,37.06,25.914,19.84,7.572,3.678,94.06400000000001
639,49.64,23.758,13.77,4.452,1.95,93.57
650,31.54,28.7,20.6,8.264,3.988,93.092
404,36.06,26.936,18.57,7.012,3.38,91.958
12,34.38,24.822,19.56,8.352,4.06,91.174
586,38.72,26.656,16.73,6.256,2.808,91.17000000000002
408,30.22,27.188,20.61,8.336,4.332,90.68599999999999
532,35.68,24.836,19.04,7.352,3.734,90.642
695,45.7,22.358,14.73,5.284,2.558,90.63000000000002
513,51.18,21.322,11.86,4.132,1.768,90.262
302,40.86,23.072,15.86,5.984,2.724,88.5
661,32.0,24.682,19.4,7.936,4.036,88.054
641,28.12,31.976,18.55,6.316,3.004,87.96600000000001
42,27.92,27.09,20.33,8.532,4.046,87.918
587,34.34,23.744,18.17,7.568,3.728,87.55
753,11.8,37.002,25.48,9.024,4.116,87.42200000000001
392,35.3,25.41,17.43,6.312,2.754,87.20599999999999
21,44.2,23.156,13.04,4.4,2.03,86.826
446,35.42,25.9,16.39,6.228,2.832,86.77
657,40.02,23.408,15.26,5.536,2.302,86.52600000000001
675,53.36,19.334,9.4,2.936,1.218,86.248
644,32.48,23.996,18.14,6.808,3.394,84.81800000000001
419,36.1,23.184,15.96,6.168,2.882,84.29400000000001
111,20.56,31.458,20.11,7.972,3.57,83.66999999999999
462,50.9,16.058,9.73,3.124,1.362,81.17399999999999
649,22.3,21.63,21.59,9.852,5.18,80.55199999999999
176,26.72,26.082,16.84,7.336,3.246,80.22399999999999
75,42.9,19.432,11.75,3.932,1.734,79.74799999999999
102,25.64,24.976,17.79,7.608,3.62,79.63400000000001
425,36.04,20.874,14.4,5.496,2.614,79.424
637,39.5,20.118,12.73,4.604,2.034,78.986
481,23.34,25.396,18.82,7.56,3.744,78.86000000000001
454,34.8,21.084,14.29,5.02,2.558,77.75200000000001
575,35.56,20.188,13.39,5.272,2.424,76.83400000000002
497,25.02,23.016,18.19,7.124,3.468,76.818
334,23.62,22.008,18.83,7.8,3.942,76.19999999999999
1,26.12,21.504,17.73,6.884,3.628,75.866
290,32.74,26.992,10.76,3.488,1.466,75.446
223,37.24,19.096,12.59,4.404,2.044,75.374
672,48.92,14.994,7.75,2.608,1.062,75.334
557,21.9,25.438,17.68,6.684,3.304,75.006
600,,39.648,23.63,7.856,3.776,74.91
52,26.72,21.756,16.25,6.6,3.16,74.48599999999999
133,23.36,23.59,17.15,6.832,3.358,74.28999999999999
689,27.1,21.504,16.15,5.956,2.894,73.604
287,31.62,20.678,13.69,5.1,2.224,73.312
669,31.36,19.264,14.36,5.62,2.694,73.298
389,49.68,13.874,6.81,2.08,0.834,73.278
329,34.48,21.588,11.14,3.964,1.84,73.012
613,32.6,22.4,11.6,4.196,1.778,72.574
580,33.0,19.586,12.79,4.8,2.268,72.444
486,34.54,17.318,13.46,4.612,2.182,72.11200000000001
326,29.16,20.482,14.25,5.412,2.708,72.012
53,19.38,22.386,18.48,7.928,3.794,71.96799999999999
179,38.04,18.172,10.57,3.168,1.39,71.34000000000002
418,30.26,18.34,14.01,5.624,2.83,71.064
761,41.76,16.926,7.87,2.456,0.974,69.986
312,25.0,20.202,15.41,6.296,3.034,69.94200000000001
156,31.68,19.04,12.7,4.316,2.038,69.774
368,27.48,20.174,13.92,4.944,2.464,68.982
625,19.24,26.18,15.28,5.596,2.65,68.94600000000001
364,23.72,27.776,11.28,3.492,1.386,67.654
341,35.28,16.786,10.25,3.576,1.6,67.49199999999999
356,12.88,17.794,20.13,10.068,5.834,66.706
694,28.76,18.69,12.14,4.728,2.112,66.42999999999999
15,30.46,17.01,12.19,4.616,2.148,66.42399999999999
423,22.42,19.012,15.05,6.352,3.43,66.26400000000001
701,31.68,18.354,10.24,3.94,1.854,66.068
304,29.76,16.646,12.31,4.884,2.45,66.05000000000001
319,34.76,15.554,10.03,3.58,1.786,65.71
321,17.08,19.11,17.31,7.684,4.382,65.566
455,26.6,18.284,12.99,4.716,2.158,64.748
