,0,1,2,3,4
794,3101.7,511.14,202.1,56.72,21.73
111,492.2,227.22,92.35,30.3,14.55
608,409.3,234.08,78.1,25.7,10.99
668,351.6,383.18,278.55,113.0,59.38
150,307.1,191.1,87.85,26.22,10.61
756,290.7,223.44,148.9,54.4,27.13
62,204.0,450.45,405.55,149.42,62.16
141,201.2,161.42,102.55,37.16,15.95
193,176.9,144.9,96.45,34.7,15.19
623,162.4,194.25,140.8,55.46,27.72
513,161.6,90.72,65.15,19.78,9.22
620,141.7,87.29,56.45,21.2,8.66
586,125.8,63.42,35.65,12.26,5.97
291,124.5,90.51,52.4,18.16,7.83
709,122.9,92.12,65.05,22.7,10.88
456,117.4,128.8,67.3,18.96,7.62
95,115.2,69.09,47.3,17.34,7.68
351,105.0,65.38,30.3,8.62,4.36
505,96.8,37.94,25.25,9.94,4.75
87,92.0,51.73,35.45,12.48,5.69
821,90.4,57.05,31.45,10.98,5.55
563,78.2,32.27,21.45,7.58,3.78
167,78.2,65.17,44.9,17.46,9.72
60,75.3,69.79,47.7,17.3,8.22
983,75.2,20.51,9.8,3.02,1.06
624,73.6,34.37,18.55,5.68,2.79
1080,72.7,65.1,40.05,14.34,6.69
1074,70.6,54.74,31.05,10.02,3.65
49,67.8,30.66,17.8,5.32,2.47
388,67.1,57.05,38.3,14.64,7.46
363,66.6,34.79,17.65,5.5,2.29
851,61.9,38.08,26.85,8.7,4.29
237,61.9,53.69,45.3,19.08,9.45
444,60.6,43.4,18.6,6.26,2.51
426,55.3,61.39,42.35,15.38,7.71
928,53.1,83.23,70.35,31.3,15.29
956,52.6,51.31,33.35,12.58,6.28
1,52.3,34.02,16.6,6.66,3.09
585,50.1,30.94,17.5,5.9,3.16
25,49.0,47.11,31.35,11.76,5.19
520,48.2,80.36,55.95,21.88,11.56
703,47.9,53.27,38.35,15.56,7.91
356,47.8,51.8,38.6,15.7,7.72
48,47.6,68.32,43.6,15.26,7.99
64,46.4,219.17,166.7,75.4,40.67
152,46.1,39.41,23.95,9.52,4.81
79,44.8,66.01,65.95,31.72,17.16
415,44.0,40.6,26.5,8.66,3.54
759,43.8,49.14,38.3,15.58,7.5
973,42.6,25.06,16.7,5.82,2.79
735,42.2,20.09,11.0,4.38,1.89
1046,40.9,66.64,36.1,12.6,6.4
208,39.6,32.2,26.7,9.64,4.45
618,39.6,36.68,30.0,13.08,7.25
815,38.6,81.97,62.25,23.8,12.11
100,37.9,28.77,19.6,7.22,2.94
838,37.3,35.21,20.45,6.86,3.52
144,35.3,38.29,33.05,14.3,7.14
109,34.1,12.32,6.65,2.76,1.07
810,33.4,20.58,8.35,2.6,1.62
253,31.2,23.45,18.1,6.72,2.93
176,30.2,14.0,10.7,2.86,1.22
635,29.9,21.98,10.6,3.8,1.59
921,28.9,31.57,23.55,8.74,3.22
230,27.1,39.48,32.05,14.6,9.25
149,26.3,16.38,7.9,2.2,1.27
689,26.1,14.77,8.6,3.14,1.12
1022,25.9,19.32,12.7,6.54,3.03
622,25.7,30.87,26.65,12.18,6.29
321,24.0,12.18,7.75,2.56,1.24
765,22.0,9.8,4.8,1.84,0.85
130,21.3,15.75,9.1,2.94,1.4
1044,20.4,13.65,9.55,3.78,1.75
576,20.3,16.31,9.05,2.78,1.32
484,20.1,30.1,19.75,7.6,3.27
726,18.6,11.27,5.35,2.14,0.91
423,18.4,14.0,11.9,5.48,2.53
999,17.9,7.0,4.85,1.52,0.59
932,16.7,15.05,8.6,2.76,1.22
430,14.5,30.17,26.2,15.5,10.24
782,14.4,16.38,7.15,2.08,0.99
854,14.3,24.36,31.5,18.28,10.57
41,13.8,29.82,27.6,12.54,8.08
459,13.5,32.97,39.45,20.52,11.63
201,13.0,16.94,15.55,6.56,3.02
954,12.9,20.23,20.1,11.32,7.55
799,11.8,10.85,6.45,2.82,1.5
697,11.5,21.56,25.75,14.54,9.0
1051,11.0,9.73,8.2,3.46,1.79
822,10.8,13.3,10.65,4.02,2.59
555,10.3,16.17,11.05,4.58,2.17
377,10.2,34.23,26.75,10.74,6.43
685,10.0,17.01,11.8,4.06,2.55
812,9.8,10.57,8.2,3.28,2.12
318,9.6,35.77,38.9,21.36,11.61
449,9.2,12.46,12.05,5.34,3.02
416,8.7,4.9,3.2,1.46,0.51
805,8.7,11.62,9.25,4.78,2.79
421,8.5,4.76,3.8,1.4,0.65
1075,8.0,13.3,10.2,4.62,2.64
678,7.8,5.6,5.6,2.06,0.85
90,7.5,24.29,32.35,18.92,12.04
10,7.0,10.15,13.9,7.72,5.13
1009,6.9,13.65,16.8,8.88,6.5
139,6.8,8.89,8.2,3.44,1.9
718,6.7,4.62,3.6,1.24,0.64
1032,6.4,4.9,3.9,1.86,0.72
656,6.3,8.89,10.3,4.34,2.58
1004,6.2,6.58,8.4,4.36,2.56
372,6.1,3.99,1.5,0.44,0.23
614,6.0,6.09,2.9,0.84,0.34
1002,5.7,8.54,9.45,4.48,3.05
346,5.7,12.39,11.95,4.68,2.23
836,5.6,10.85,14.1,8.72,5.73
283,5.5,5.46,1.45,0.64,0.22
92,5.5,3.99,3.05,1.22,0.7
123,5.4,10.22,12.6,5.96,3.09
734,5.4,6.23,5.7,2.56,1.33
612,5.2,12.95,13.75,6.0,3.35
775,5.1,36.12,25.9,12.38,4.98
327,5.1,32.76,32.25,12.76,6.69
993,5.0,3.01,1.95,0.6,0.29
552,5.0,9.17,9.25,3.98,2.23
277,4.9,3.99,3.6,1.84,0.96
893,4.8,3.08,2.7,1.0,0.54
453,4.7,5.67,4.4,1.72,0.83
12,4.6,9.17,3.95,1.62,0.84
