,0,1,2,3,4
680,556.7,50.68,19.8,4.88,1.38
552,214.4,71.61,37.15,12.96,5.54
151,202.2,59.29,32.6,10.82,4.38
759,179.1,71.89,40.35,13.84,7.08
468,147.6,94.92,61.9,22.82,10.61
121,132.5,96.67,52.85,18.02,7.93
663,126.1,73.64,46.15,16.58,8.09
34,121.1,46.9,25.85,8.5,4.39
693,119.7,67.13,40.6,14.7,6.16
163,119.3,45.57,24.25,7.0,3.37
166,117.7,87.08,49.5,17.94,7.48
299,115.9,69.79,37.9,13.2,5.52
35,111.4,64.4,33.2,10.86,4.23
225,106.7,97.37,53.75,18.18,7.74
84,106.6,85.19,61.05,23.38,10.88
230,104.3,96.88,67.75,26.8,12.44
547,104.0,52.01,32.9,11.8,4.98
23,102.8,66.15,25.65,7.04,2.58
628,101.5,54.53,34.95,12.84,6.21
623,100.0,42.84,47.3,12.76,5.01
238,99.9,94.08,61.0,21.78,10.74
687,98.6,42.77,26.65,9.56,4.36
111,92.2,53.27,30.05,10.74,5.18
460,92.1,63.0,42.15,16.72,8.02
307,91.5,43.47,23.5,7.98,3.92
107,89.0,76.3,56.05,21.22,10.27
440,87.3,42.21,25.3,7.94,3.85
20,84.1,48.72,21.05,5.94,2.5
394,83.6,53.34,36.25,12.78,5.99
416,82.5,72.03,56.55,22.8,10.61
150,79.8,46.83,30.75,11.62,5.69
113,79.5,83.93,26.8,7.4,3.2
478,79.4,79.1,61.05,26.26,13.14
454,78.9,46.83,33.25,10.92,5.25
97,77.0,65.17,51.15,19.4,9.35
152,74.6,52.36,39.95,14.56,6.99
195,73.1,22.47,11.0,3.46,1.44
500,72.6,31.57,20.45,7.54,3.18
327,70.3,26.39,12.45,4.58,1.72
655,69.5,59.64,39.8,15.88,7.79
377,67.5,28.14,15.95,7.16,2.78
183,66.5,76.02,50.5,18.36,8.27
274,63.8,18.83,9.0,2.98,1.34
9,63.1,33.81,20.75,7.32,3.16
349,62.9,31.78,19.6,7.32,3.09
664,62.2,29.12,16.45,4.82,2.17
682,60.2,49.56,33.6,14.04,6.67
240,59.7,42.77,30.0,12.14,5.48
511,57.9,39.55,24.55,9.08,4.24
82,56.8,19.46,12.35,3.7,1.65
104,56.6,36.05,22.4,7.7,3.6
585,56.1,34.16,23.6,8.84,4.44
189,56.0,41.93,29.3,10.58,5.21
675,55.8,19.04,9.45,2.92,1.37
146,53.9,28.14,15.15,5.1,2.36
