,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,172.48,57.848,30.21,8.632,3.56,272.72999999999996
572,135.2,61.432,32.87,10.948,4.56,245.01000000000002
194,133.28,53.41,31.32,9.528,4.178,231.71599999999998
130,100.9,57.302,34.87,12.376,5.182,210.63
459,117.82,42.98,26.19,7.932,3.22,198.14199999999997
322,76.7,55.93,37.83,13.648,5.702,189.80999999999997
22,89.12,48.454,29.05,9.624,4.14,180.388
728,107.5,27.09,12.04,3.436,1.264,151.33
379,68.8,34.3,23.44,8.288,3.516,138.344
503,70.8,34.244,22.32,7.472,3.336,138.17200000000003
608,74.04,33.572,20.01,7.072,3.12,137.81400000000002
317,76.58,29.652,16.95,5.832,2.416,131.43
437,78.86,29.414,15.37,5.068,2.14,130.852
450,64.56,32.018,17.53,6.08,2.706,122.894
331,56.52,31.906,21.19,8.216,3.714,121.54599999999999
181,59.32,29.064,20.17,6.852,2.992,118.39800000000001
500,60.2,27.734,18.19,6.548,2.838,115.50999999999999
434,57.68,29.498,18.39,6.672,2.978,115.21799999999999
673,63.52,26.782,15.7,5.392,2.23,113.62400000000001
731,61.1,26.348,16.88,6.252,2.572,113.152
781,27.14,34.062,30.37,13.592,6.864,112.028
242,50.06,30.142,20.47,7.372,3.326,111.36999999999999
223,55.56,27.804,17.86,6.352,3.024,110.60000000000001
712,62.56,24.64,14.94,5.248,2.332,109.72
174,46.48,30.114,19.81,7.412,3.612,107.428
319,58.22,25.508,15.18,5.204,2.388,106.49999999999999
462,65.3,22.974,12.31,4.068,1.672,106.324
660,45.44,28.448,20.29,8.06,3.934,106.172
639,52.68,29.148,16.2,5.24,2.12,105.388
488,58.78,22.988,14.65,5.216,2.58,104.214
284,39.36,35.756,19.02,6.732,3.006,103.874
440,49.44,27.552,17.56,6.308,2.816,103.67599999999999
314,44.0,27.412,20.0,7.824,3.518,102.754
365,54.8,24.626,15.46,5.184,2.436,102.506
35,40.7,34.608,18.07,5.74,2.594,101.71199999999997
563,47.1,28.49,17.26,5.84,2.7,101.39000000000001
345,49.38,27.244,15.87,5.352,2.356,100.202
554,42.78,27.734,18.66,7.54,3.392,100.10600000000001
100,45.4,30.38,16.7,5.176,2.43,100.08600000000001
575,46.22,27.37,17.07,6.272,2.906,99.83800000000001
53,28.5,32.886,24.08,9.884,4.326,99.676
239,52.02,25.508,14.47,4.744,2.004,98.74600000000001
359,48.24,26.166,15.99,5.76,2.546,98.70200000000001
17,46.58,26.894,14.73,5.192,2.27,95.66599999999998
564,17.92,42.07,22.98,7.624,3.468,94.062
701,47.06,24.108,14.97,5.26,2.394,93.79200000000002
41,43.48,24.738,16.59,5.896,2.772,93.476
45,51.58,23.058,12.59,4.264,1.91,93.402
695,45.44,24.178,15.22,5.152,2.578,92.568
516,38.84,28.168,16.52,6.128,2.638,92.29400000000001
665,41.72,24.724,16.29,5.592,2.578,90.90400000000001
644,37.02,25.606,18.09,6.796,3.124,90.63600000000001
456,43.96,24.304,14.65,5.072,2.29,90.27600000000001
307,28.44,34.706,18.28,5.948,2.6,89.97399999999999
583,39.52,22.596,15.61,6.724,3.05,87.5
436,26.6,29.568,19.34,7.556,3.646,86.71000000000001
123,39.52,22.092,15.45,5.892,2.656,85.61
302,38.9,22.036,14.94,5.704,2.51,84.09
532,34.36,22.792,17.11,6.644,3.124,84.03
491,48.62,18.746,11.35,3.608,1.69,84.014
245,52.46,17.402,9.23,3.036,1.34,83.468
