,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
1014,998.0,690.0,429.0,304.0,225.0
544,990.0,491.0,342.0,222.0,204.0
986,985.0,339.0,184.0,121.0,101.0
807,964.0,541.0,386.0,295.0,235.0
68,880.0,405.0,242.0,176.0,145.0
50,863.0,569.0,418.0,341.0,296.0
866,835.0,583.0,440.0,353.0,288.0
652,794.0,553.0,421.0,322.0,247.0
711,784.0,551.0,520.0,370.0,342.0
605,769.0,689.0,440.0,265.0,190.0
892,757.0,313.0,112.0,66.0,26.0
525,746.0,530.0,399.0,305.0,222.0
898,737.0,537.0,337.0,222.0,168.0
55,728.0,728.0,514.0,472.0,369.0
35,720.0,417.0,289.0,235.0,162.0
855,683.0,388.0,235.0,159.0,94.0
556,647.0,250.0,153.0,111.0,89.0
906,642.0,697.0,661.0,581.0,537.0
667,631.0,368.0,322.0,248.0,235.0
618,611.0,260.0,174.0,123.0,90.0
626,606.0,304.0,239.0,207.0,184.0
96,603.0,714.0,465.0,254.0,173.0
227,602.0,620.0,475.0,374.0,319.0
366,601.0,273.0,201.0,144.0,117.0
871,591.0,319.0,239.0,186.0,169.0
532,586.0,674.0,609.0,526.0,509.0
413,580.0,278.0,181.0,114.0,77.0
776,565.0,257.0,116.0,74.0,52.0
480,559.0,582.0,464.0,373.0,226.0
948,545.0,477.0,337.0,247.0,192.0
199,544.0,416.0,269.0,215.0,189.0
645,535.0,396.0,372.0,324.0,303.0
32,533.0,268.0,227.0,190.0,173.0
234,530.0,429.0,343.0,305.0,228.0
873,530.0,519.0,548.0,513.0,441.0
457,529.0,229.0,142.0,102.0,64.0
343,528.0,507.0,471.0,472.0,459.0
935,522.0,111.0,54.0,31.0,20.0
632,502.0,285.0,270.0,184.0,187.0
344,498.0,333.0,287.0,236.0,253.0
761,490.0,269.0,136.0,78.0,75.0
830,488.0,336.0,245.0,248.0,197.0
922,485.0,272.0,168.0,129.0,102.0
113,483.0,496.0,549.0,471.0,418.0
827,481.0,404.0,329.0,341.0,273.0
1057,479.0,568.0,528.0,441.0,332.0
381,478.0,267.0,215.0,140.0,101.0
39,472.0,323.0,227.0,219.0,178.0
18,469.0,392.0,318.0,248.0,257.0
29,468.0,359.0,283.0,241.0,205.0
265,463.0,513.0,363.0,227.0,155.0
80,460.0,352.0,275.0,252.0,226.0
988,459.0,251.0,226.0,174.0,163.0
833,458.0,242.0,150.0,116.0,103.0
257,454.0,437.0,391.0,332.0,253.0
1061,454.0,404.0,296.0,238.0,253.0
1024,451.0,335.0,243.0,197.0,144.0
811,449.0,332.0,309.0,246.0,223.0
1046,446.0,408.0,374.0,313.0,314.0
76,445.0,383.0,362.0,314.0,293.0
367,441.0,338.0,318.0,306.0,299.0
270,440.0,315.0,242.0,222.0,187.0
398,430.0,176.0,142.0,95.0,92.0
515,425.0,315.0,236.0,224.0,191.0
867,422.0,100.0,55.0,22.0,20.0
862,421.0,371.0,295.0,254.0,202.0
479,419.0,272.0,234.0,218.0,183.0
249,419.0,196.0,157.0,123.0,113.0
541,418.0,252.0,230.0,148.0,136.0
915,410.0,268.0,262.0,212.0,208.0
916,405.0,501.0,538.0,561.0,510.0
130,402.0,264.0,189.0,182.0,156.0
770,401.0,227.0,240.0,203.0,164.0
351,398.0,225.0,192.0,131.0,126.0
73,396.0,623.0,739.0,654.0,636.0
1042,390.0,261.0,256.0,232.0,221.0
475,388.0,329.0,308.0,265.0,238.0
682,384.0,480.0,483.0,439.0,369.0
878,383.0,280.0,256.0,246.0,215.0
160,383.0,249.0,243.0,208.0,177.0
595,375.0,318.0,338.0,295.0,247.0
1056,374.0,365.0,355.0,294.0,255.0
1003,372.0,286.0,285.0,281.0,257.0
1074,368.0,489.0,527.0,505.0,489.0
147,365.0,274.0,292.0,243.0,184.0
118,364.0,237.0,173.0,122.0,141.0
284,363.0,160.0,134.0,84.0,81.0
247,361.0,171.0,80.0,58.0,26.0
340,359.0,385.0,369.0,372.0,378.0
325,349.0,677.0,719.0,584.0,492.0
644,349.0,287.0,230.0,190.0,200.0
861,349.0,246.0,231.0,195.0,181.0
289,349.0,312.0,318.0,289.0,256.0
69,346.0,529.0,391.0,312.0,268.0
437,342.0,59.0,27.0,26.0,19.0
769,340.0,263.0,205.0,181.0,158.0
19,339.0,277.0,206.0,212.0,184.0
678,339.0,269.0,271.0,240.0,239.0
65,337.0,213.0,161.0,146.0,127.0
537,335.0,262.0,270.0,222.0,210.0
677,333.0,340.0,393.0,396.0,383.0
415,328.0,232.0,211.0,205.0,173.0
971,327.0,230.0,132.0,115.0,121.0
12,322.0,227.0,182.0,157.0,126.0
48,322.0,338.0,344.0,331.0,307.0
694,319.0,262.0,271.0,265.0,234.0
14,311.0,322.0,390.0,392.0,381.0
1067,311.0,368.0,418.0,486.0,481.0
793,311.0,286.0,275.0,248.0,244.0
378,308.0,334.0,337.0,310.0,326.0
51,305.0,261.0,259.0,189.0,222.0
562,304.0,225.0,201.0,198.0,159.0
412,304.0,265.0,221.0,178.0,193.0
838,302.0,267.0,218.0,204.0,188.0
841,301.0,466.0,491.0,443.0,449.0
858,300.0,152.0,131.0,89.0,86.0
621,299.0,460.0,533.0,444.0,389.0
226,298.0,325.0,275.0,240.0,207.0
419,297.0,434.0,543.0,596.0,584.0
628,297.0,619.0,774.0,793.0,736.0
778,291.0,135.0,124.0,82.0,85.0
977,285.0,208.0,225.0,180.0,181.0
643,284.0,203.0,183.0,183.0,150.0
444,281.0,295.0,178.0,130.0,118.0
229,280.0,323.0,300.0,290.0,264.0
1058,280.0,208.0,168.0,130.0,119.0
496,279.0,384.0,395.0,351.0,358.0
391,277.0,279.0,230.0,201.0,237.0
795,276.0,416.0,355.0,270.0,203.0
369,276.0,206.0,217.0,199.0,173.0
555,275.0,234.0,203.0,221.0,199.0
598,274.0,279.0,266.0,201.0,207.0
912,271.0,179.0,114.0,103.0,75.0
528,270.0,191.0,186.0,177.0,153.0
197,268.0,240.0,240.0,231.0,222.0
727,267.0,572.0,553.0,443.0,396.0
989,266.0,288.0,240.0,209.0,208.0
418,263.0,274.0,276.0,250.0,233.0
665,262.0,369.0,386.0,341.0,351.0
375,260.0,242.0,270.0,251.0,210.0
527,259.0,260.0,225.0,184.0,234.0
464,258.0,280.0,217.0,219.0,196.0
681,258.0,374.0,380.0,311.0,279.0
734,258.0,264.0,263.0,251.0,224.0
558,254.0,219.0,181.0,209.0,136.0
653,252.0,241.0,221.0,213.0,197.0
641,251.0,246.0,187.0,221.0,215.0
231,250.0,354.0,444.0,434.0,444.0
779,242.0,300.0,274.0,248.0,238.0
1080,238.0,259.0,185.0,207.0,185.0
211,235.0,247.0,226.0,219.0,196.0
893,235.0,183.0,158.0,139.0,122.0
150,234.0,192.0,154.0,147.0,127.0
151,234.0,194.0,181.0,172.0,215.0
559,233.0,527.0,524.0,454.0,457.0
783,233.0,461.0,408.0,373.0,319.0
363,232.0,164.0,118.0,142.0,122.0
148,230.0,279.0,252.0,194.0,214.0
456,230.0,237.0,162.0,156.0,115.0
616,228.0,248.0,233.0,240.0,243.0
481,227.0,188.0,213.0,224.0,213.0
640,225.0,213.0,203.0,180.0,195.0
224,221.0,167.0,151.0,152.0,117.0
