,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
807,1024.0,560.0,405.0,284.0,225.0
986,1005.0,351.0,193.0,131.0,87.0
1014,973.0,653.0,504.0,310.0,236.0
544,972.0,545.0,297.0,208.0,192.0
68,893.0,382.0,240.0,184.0,151.0
50,883.0,548.0,390.0,346.0,298.0
866,817.0,563.0,471.0,333.0,277.0
711,811.0,584.0,495.0,412.0,306.0
55,800.0,734.0,541.0,413.0,380.0
652,792.0,559.0,432.0,320.0,250.0
605,785.0,689.0,458.0,300.0,198.0
898,750.0,498.0,340.0,225.0,146.0
525,716.0,522.0,369.0,331.0,236.0
227,715.0,631.0,538.0,401.0,284.0
892,713.0,344.0,125.0,33.0,31.0
855,709.0,363.0,238.0,142.0,130.0
35,667.0,397.0,286.0,196.0,177.0
906,661.0,736.0,680.0,588.0,556.0
96,658.0,711.0,472.0,274.0,174.0
667,640.0,350.0,294.0,241.0,236.0
457,626.0,240.0,151.0,109.0,61.0
556,619.0,257.0,167.0,112.0,69.0
871,598.0,326.0,257.0,166.0,149.0
948,596.0,486.0,327.0,258.0,179.0
366,596.0,291.0,224.0,141.0,124.0
532,590.0,625.0,612.0,584.0,500.0
413,589.0,273.0,160.0,112.0,84.0
618,587.0,249.0,164.0,122.0,74.0
32,571.0,286.0,246.0,191.0,160.0
935,571.0,122.0,43.0,39.0,18.0
234,571.0,450.0,301.0,328.0,257.0
645,566.0,482.0,409.0,319.0,278.0
626,562.0,332.0,236.0,214.0,174.0
776,560.0,235.0,123.0,78.0,53.0
343,531.0,460.0,543.0,492.0,394.0
1057,527.0,591.0,534.0,390.0,322.0
632,527.0,304.0,253.0,212.0,160.0
830,522.0,327.0,267.0,227.0,196.0
480,517.0,551.0,450.0,314.0,263.0
344,517.0,393.0,288.0,219.0,241.0
39,497.0,312.0,238.0,204.0,148.0
381,496.0,271.0,211.0,148.0,105.0
199,494.0,410.0,277.0,259.0,194.0
873,490.0,513.0,572.0,487.0,449.0
761,489.0,286.0,169.0,109.0,87.0
80,477.0,347.0,286.0,252.0,237.0
922,476.0,226.0,190.0,114.0,120.0
29,475.0,333.0,267.0,215.0,206.0
1046,475.0,439.0,368.0,353.0,276.0
1061,473.0,343.0,324.0,224.0,260.0
833,468.0,253.0,160.0,152.0,98.0
18,465.0,376.0,300.0,266.0,265.0
