,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
544,5206.0,2426.0,1561.0,1217.0,888.0
1014,5010.0,3319.0,2213.0,1507.0,1121.0
807,4876.0,2761.0,2038.0,1473.0,1185.0
986,4858.0,1675.0,954.0,621.0,447.0
68,4314.0,2058.0,1283.0,937.0,704.0
50,4305.0,2772.0,2165.0,1766.0,1478.0
866,4071.0,2914.0,2092.0,1714.0,1365.0
711,4054.0,2801.0,2329.0,1950.0,1666.0
652,3903.0,2937.0,2129.0,1615.0,1295.0
898,3895.0,2571.0,1877.0,1158.0,776.0
605,3888.0,3498.0,2126.0,1332.0,918.0
55,3822.0,3425.0,2700.0,2118.0,1858.0
892,3809.0,1710.0,630.0,294.0,122.0
525,3593.0,2595.0,1900.0,1613.0,1239.0
35,3490.0,2117.0,1472.0,1084.0,805.0
855,3443.0,1791.0,1149.0,730.0,500.0
906,3339.0,3514.0,3277.0,2902.0,2669.0
227,3261.0,3063.0,2535.0,1955.0,1505.0
667,3144.0,1847.0,1376.0,1251.0,1117.0
366,3041.0,1512.0,1017.0,747.0,589.0
96,2996.0,3415.0,2359.0,1392.0,808.0
626,2973.0,1677.0,1287.0,1026.0,874.0
556,2953.0,1299.0,822.0,619.0,463.0
871,2929.0,1489.0,1097.0,942.0,723.0
618,2925.0,1212.0,793.0,600.0,414.0
948,2899.0,2387.0,1658.0,1239.0,897.0
413,2876.0,1366.0,816.0,570.0,385.0
532,2858.0,3107.0,2963.0,2644.0,2439.0
776,2850.0,1107.0,594.0,406.0,278.0
457,2843.0,1190.0,748.0,524.0,388.0
935,2735.0,558.0,294.0,178.0,114.0
343,2734.0,2271.0,2549.0,2380.0,2089.0
32,2725.0,1319.0,1121.0,854.0,753.0
344,2651.0,1805.0,1482.0,1309.0,1116.0
830,2634.0,1777.0,1287.0,1128.0,955.0
645,2629.0,2205.0,1861.0,1587.0,1461.0
480,2598.0,2891.0,2385.0,1764.0,1255.0
199,2585.0,2052.0,1440.0,1147.0,929.0
234,2553.0,2120.0,1812.0,1559.0,1368.0
632,2531.0,1489.0,1149.0,1032.0,900.0
873,2458.0,2578.0,2585.0,2485.0,2346.0
1057,2427.0,2876.0,2519.0,2071.0,1641.0
541,2392.0,1281.0,1133.0,755.0,631.0
381,2367.0,1423.0,1078.0,780.0,629.0
761,2353.0,1406.0,739.0,537.0,396.0
29,2351.0,1564.0,1299.0,1095.0,1052.0
39,2338.0,1480.0,1112.0,1015.0,901.0
257,2330.0,1977.0,1853.0,1585.0,1569.0
270,2329.0,1566.0,1214.0,1128.0,979.0
18,2325.0,1962.0,1629.0,1451.0,1311.0
827,2318.0,1897.0,1704.0,1521.0,1323.0
130,2315.0,1315.0,1065.0,834.0,729.0
922,2308.0,1181.0,822.0,589.0,538.0
1061,2289.0,1807.0,1485.0,1316.0,1181.0
80,2288.0,1674.0,1461.0,1283.0,1152.0
113,2281.0,2345.0,2483.0,2313.0,2123.0
833,2280.0,1091.0,724.0,644.0,545.0
1091,2279.0,3684.0,4424.0,4334.0,4064.0
811,2227.0,1530.0,1357.0,1223.0,1093.0
1046,2223.0,1985.0,1857.0,1599.0,1558.0
76,2189.0,1725.0,1627.0,1410.0,1377.0
988,2179.0,1323.0,1070.0,928.0,881.0
265,2153.0,2591.0,1685.0,1250.0,838.0
479,2125.0,1325.0,1168.0,1035.0,904.0
867,2099.0,569.0,263.0,158.0,109.0
1024,2092.0,1646.0,1179.0,908.0,794.0
862,2090.0,1674.0,1367.0,1221.0,1117.0
249,2067.0,989.0,757.0,650.0,547.0
515,2058.0,1581.0,1300.0,1041.0,864.0
147,2052.0,1497.0,1256.0,1154.0,963.0
73,2027.0,3076.0,3377.0,3301.0,2906.0
351,2008.0,1077.0,870.0,706.0,622.0
367,1960.0,1759.0,1551.0,1519.0,1390.0
916,1955.0,2391.0,2680.0,2638.0,2622.0
475,1945.0,1586.0,1443.0,1311.0,1234.0
878,1928.0,1399.0,1261.0,1128.0,1124.0
770,1917.0,1244.0,1078.0,935.0,887.0
