,0,1,2,3,4
794,40087.0,8767.0,4466.0,3088.0,2349.0
838,3762.0,4052.0,2438.0,1736.0,1556.0
608,3547.0,3278.0,1564.0,1245.0,1063.0
668,2331.0,3717.0,3949.0,4115.0,4333.0
513,2072.0,1820.0,1436.0,1124.0,951.0
111,1975.0,1651.0,1046.0,911.0,815.0
141,1974.0,1773.0,1840.0,1574.0,1372.0
150,1958.0,1882.0,1357.0,1047.0,892.0
618,1837.0,1825.0,1849.0,1736.0,1687.0
623,1775.0,3241.0,3445.0,3389.0,3244.0
620,1748.0,1596.0,1479.0,1316.0,1146.0
363,1744.0,1284.0,841.0,648.0,518.0
1080,1273.0,1761.0,1341.0,1150.0,1013.0
62,1246.0,4769.0,6486.0,6302.0,5751.0
291,1096.0,1179.0,1054.0,870.0,852.0
851,1021.0,796.0,687.0,531.0,511.0
388,957.0,1025.0,1095.0,1043.0,988.0
426,934.0,1578.0,1349.0,1220.0,1049.0
505,842.0,469.0,507.0,437.0,411.0
1044,822.0,623.0,606.0,488.0,445.0
351,738.0,786.0,578.0,448.0,421.0
193,696.0,967.0,1073.0,1197.0,1000.0
167,652.0,687.0,638.0,696.0,668.0
456,648.0,1060.0,844.0,741.0,571.0
1009,645.0,1240.0,1498.0,1613.0,1856.0
815,614.0,1939.0,2214.0,2211.0,2158.0
95,579.0,490.0,459.0,417.0,416.0
144,560.0,838.0,1063.0,1001.0,1008.0
1022,544.0,757.0,638.0,679.0,692.0
520,533.0,1604.0,1510.0,1350.0,1398.0
709,528.0,496.0,500.0,470.0,455.0
277,513.0,610.0,644.0,637.0,596.0
377,511.0,2299.0,2007.0,1903.0,1676.0
87,488.0,451.0,409.0,438.0,359.0
1,487.0,539.0,380.0,314.0,302.0
821,473.0,388.0,360.0,317.0,302.0
415,472.0,562.0,517.0,453.0,367.0
60,461.0,627.0,605.0,588.0,604.0
775,444.0,1348.0,982.0,889.0,735.0
703,413.0,622.0,712.0,727.0,793.0
444,408.0,521.0,307.0,233.0,249.0
208,408.0,422.0,402.0,454.0,450.0
230,375.0,918.0,1075.0,1127.0,1311.0
64,370.0,3720.0,4223.0,4492.0,4551.0
563,358.0,257.0,222.0,188.0,175.0
48,357.0,931.0,952.0,914.0,866.0
624,343.0,214.0,141.0,142.0,136.0
79,342.0,589.0,788.0,971.0,1056.0
1046,332.0,1010.0,863.0,719.0,745.0
586,314.0,211.0,211.0,198.0,183.0
1051,311.0,345.0,357.0,334.0,340.0
782,306.0,415.0,234.0,171.0,150.0
622,293.0,438.0,442.0,507.0,516.0
956,291.0,385.0,403.0,413.0,408.0
109,281.0,155.0,145.0,118.0,92.0
484,279.0,550.0,531.0,458.0,430.0
735,262.0,240.0,219.0,157.0,159.0
149,261.0,161.0,127.0,114.0,109.0
321,261.0,174.0,162.0,141.0,141.0
318,258.0,1058.0,1491.0,1844.0,2083.0
25,251.0,313.0,334.0,298.0,283.0
585,248.0,196.0,175.0,139.0,163.0
552,245.0,420.0,434.0,489.0,440.0
41,222.0,786.0,946.0,1009.0,1181.0
201,211.0,465.0,482.0,452.0,476.0
152,198.0,209.0,197.0,186.0,192.0
237,190.0,311.0,377.0,381.0,404.0
973,188.0,172.0,148.0,114.0,133.0
635,177.0,159.0,122.0,92.0,92.0
612,173.0,419.0,529.0,574.0,593.0
449,171.0,342.0,374.0,418.0,446.0
100,168.0,249.0,209.0,205.0,217.0
49,167.0,125.0,110.0,98.0,80.0
812,164.0,286.0,308.0,346.0,357.0
897,163.0,174.0,174.0,175.0,208.0
765,158.0,109.0,71.0,59.0,49.0
1075,150.0,307.0,400.0,381.0,386.0
983,149.0,65.0,42.0,30.0,24.0
805,147.0,234.0,257.0,306.0,396.0
416,145.0,134.0,94.0,95.0,88.0
459,141.0,578.0,1260.0,1613.0,1862.0
822,138.0,284.0,310.0,349.0,399.0
176,136.0,131.0,123.0,112.0,94.0
1002,135.0,189.0,260.0,331.0,400.0
928,135.0,317.0,498.0,502.0,569.0
457,133.0,382.0,352.0,288.0,289.0
253,128.0,138.0,136.0,134.0,132.0
921,125.0,235.0,263.0,246.0,249.0
356,123.0,214.0,219.0,208.0,250.0
555,120.0,324.0,323.0,283.0,318.0
689,117.0,127.0,71.0,69.0,70.0
923,117.0,262.0,346.0,463.0,440.0
