,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
986,985.0,377.0,184.0,135.0,90.0
544,972.0,498.0,336.0,262.0,183.0
1014,955.0,632.0,432.0,319.0,227.0
807,923.0,581.0,415.0,279.0,206.0
50,857.0,551.0,397.0,340.0,273.0
68,855.0,408.0,250.0,178.0,136.0
866,843.0,644.0,448.0,348.0,245.0
711,806.0,564.0,495.0,397.0,337.0
525,772.0,534.0,374.0,307.0,233.0
55,772.0,684.0,604.0,435.0,345.0
892,760.0,330.0,121.0,56.0,24.0
855,750.0,409.0,206.0,149.0,119.0
605,741.0,698.0,447.0,297.0,198.0
898,731.0,489.0,358.0,219.0,164.0
652,712.0,597.0,406.0,291.0,212.0
906,687.0,718.0,635.0,621.0,539.0
35,682.0,437.0,312.0,214.0,189.0
667,624.0,363.0,288.0,248.0,221.0
227,620.0,584.0,488.0,395.0,251.0
948,613.0,489.0,313.0,227.0,191.0
626,612.0,333.0,253.0,185.0,186.0
96,611.0,675.0,464.0,249.0,166.0
413,604.0,253.0,140.0,108.0,84.0
871,601.0,327.0,230.0,193.0,151.0
776,598.0,189.0,128.0,69.0,62.0
532,590.0,621.0,556.0,527.0,516.0
366,586.0,294.0,210.0,146.0,97.0
343,578.0,453.0,535.0,474.0,404.0
556,578.0,270.0,186.0,130.0,83.0
618,574.0,227.0,161.0,115.0,78.0
32,568.0,277.0,202.0,174.0,143.0
457,558.0,251.0,135.0,110.0,84.0
830,550.0,342.0,273.0,228.0,200.0
935,536.0,118.0,59.0,31.0,22.0
480,535.0,613.0,460.0,324.0,273.0
80,523.0,332.0,276.0,256.0,241.0
199,514.0,435.0,288.0,226.0,193.0
645,507.0,427.0,374.0,290.0,277.0
234,503.0,437.0,315.0,317.0,247.0
344,503.0,345.0,306.0,264.0,206.0
18,501.0,402.0,305.0,273.0,278.0
873,499.0,522.0,517.0,497.0,481.0
632,492.0,294.0,229.0,204.0,179.0
39,492.0,294.0,208.0,188.0,186.0
270,491.0,321.0,252.0,215.0,206.0
541,481.0,261.0,231.0,157.0,122.0
922,479.0,242.0,159.0,121.0,101.0
827,478.0,358.0,308.0,276.0,272.0
761,473.0,281.0,136.0,94.0,74.0
