,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
457,8736.0,3971.0,2541.0,1794.0,1377.0
618,8073.0,3706.0,2425.0,1804.0,1405.0
761,7877.0,4763.0,2858.0,2012.0,1436.0
975,7297.0,5693.0,3724.0,2668.0,2067.0
1074,4356.0,1474.0,1288.0,1132.0,1137.0
544,4183.0,2390.0,1620.0,1207.0,984.0
794,3972.0,2212.0,1595.0,1272.0,1070.0
50,3925.0,2607.0,2073.0,1685.0,1340.0
1014,3619.0,2428.0,1661.0,1226.0,896.0
68,3518.0,2031.0,1342.0,922.0,729.0
986,3463.0,1432.0,774.0,485.0,380.0
866,3414.0,2896.0,2138.0,1742.0,1382.0
948,3368.0,2995.0,2195.0,1698.0,1339.0
1046,3302.0,3058.0,2577.0,2319.0,2109.0
130,3270.0,1793.0,1421.0,1154.0,1053.0
807,3266.0,2072.0,1404.0,1004.0,861.0
366,3250.0,1382.0,937.0,651.0,526.0
898,3214.0,2135.0,1550.0,1030.0,714.0
652,3116.0,2773.0,2235.0,1689.0,1399.0
465,2991.0,344.0,170.0,80.0,71.0
556,2839.0,1262.0,827.0,605.0,458.0
711,2803.0,2015.0,1554.0,1303.0,1069.0
55,2764.0,2535.0,1887.0,1604.0,1384.0
605,2650.0,2406.0,1525.0,913.0,621.0
35,2637.0,1466.0,1119.0,825.0,651.0
855,2562.0,1396.0,909.0,658.0,432.0
234,2554.0,1818.0,1410.0,1172.0,898.0
351,2542.0,1531.0,1116.0,1024.0,853.0
892,2539.0,1136.0,469.0,167.0,82.0
525,2524.0,1904.0,1356.0,1107.0,934.0
343,2446.0,2186.0,2400.0,2354.0,2097.0
48,2442.0,2669.0,2513.0,2314.0,2251.0
838,2433.0,1889.0,1658.0,1517.0,1314.0
532,2355.0,2282.0,2249.0,2147.0,1986.0
150,2352.0,2165.0,1534.0,1274.0,1128.0
80,2345.0,1912.0,1630.0,1503.0,1377.0
632,2332.0,1460.0,1163.0,1013.0,901.0
227,2325.0,2199.0,1844.0,1552.0,1191.0
906,2303.0,2568.0,2409.0,2116.0,1924.0
541,2299.0,1421.0,1022.0,799.0,608.0
456,2282.0,2168.0,1680.0,1313.0,1131.0
871,2282.0,1106.0,852.0,651.0,556.0
32,2269.0,1075.0,892.0,718.0,612.0
620,2230.0,1971.0,1955.0,1861.0,1772.0
367,2222.0,1749.0,1487.0,1422.0,1311.0
199,2218.0,1906.0,1448.0,1116.0,880.0
340,2203.0,2215.0,2234.0,2006.0,1896.0
770,2197.0,1566.0,1317.0,1162.0,1078.0
667,2195.0,1324.0,1049.0,871.0,844.0
29,2159.0,1488.0,1173.0,1093.0,994.0
363,2151.0,1310.0,1063.0,908.0,816.0
113,2130.0,1918.0,1834.0,1718.0,1473.0
413,2116.0,1094.0,648.0,462.0,337.0
1080,2108.0,1937.0,1677.0,1488.0,1366.0
626,2102.0,1151.0,903.0,722.0,598.0
1075,2098.0,2156.0,2023.0,2031.0,1928.0
935,2082.0,442.0,232.0,150.0,98.0
480,2059.0,2301.0,2049.0,1516.0,1065.0
96,2007.0,2298.0,1599.0,930.0,564.0
595,2000.0,1895.0,1802.0,1715.0,1501.0
344,1985.0,1520.0,1294.0,1216.0,1076.0
678,1974.0,1591.0,1423.0,1308.0,1158.0
270,1969.0,1651.0,1388.0,1101.0,1018.0
776,1954.0,780.0,391.0,288.0,177.0
645,1949.0,1593.0,1321.0,1148.0,1050.0
12,1899.0,1359.0,1112.0,936.0,889.0
377,1891.0,2300.0,2370.0,2266.0,2292.0
734,1890.0,1754.0,1696.0,1616.0,1495.0
1057,1878.0,2578.0,2375.0,1946.0,1635.0
398,1874.0,961.0,720.0,562.0,482.0
769,1861.0,1498.0,1178.0,931.0,831.0
147,1827.0,1293.0,1087.0,1028.0,885.0
922,1825.0,1001.0,671.0,486.0,435.0
444,1819.0,1856.0,1137.0,867.0,779.0
873,1808.0,1954.0,2035.0,1857.0,1704.0
65,1803.0,1013.0,846.0,738.0,609.0
830,1801.0,1197.0,992.0,795.0,699.0
1061,1791.0,1423.0,1190.0,1027.0,911.0
249,1791.0,857.0,632.0,549.0,503.0
878,1787.0,1293.0,1228.0,1185.0,1042.0
39,1750.0,1076.0,826.0,714.0,614.0
381,1742.0,1026.0,805.0,566.0,457.0
988,1733.0,1051.0,895.0,799.0,719.0
555,1724.0,1538.0,1437.0,1301.0,1227.0
862,1715.0,1389.0,1174.0,1075.0,953.0
388,1704.0,1923.0,1966.0,1896.0,1730.0
694,1702.0,1408.0,1232.0,1081.0,1026.0
415,1701.0,1572.0,1352.0,1159.0,1008.0
426,1691.0,1957.0,2057.0,2101.0,2024.0
528,1680.0,1309.0,1185.0,1042.0,1015.0
257,1676.0,1555.0,1421.0,1327.0,1185.0
562,1675.0,1320.0,1179.0,1038.0,921.0
118,1635.0,984.0,834.0,695.0,626.0
284,1624.0,712.0,560.0,427.0,375.0
19,1621.0,1254.0,1100.0,1023.0,909.0
201,1582.0,1955.0,1824.0,1894.0,1758.0
160,1566.0,1102.0,1004.0,917.0,838.0
437,1559.0,374.0,201.0,127.0,85.0
893,1554.0,1157.0,1066.0,939.0,860.0
265,1547.0,1827.0,1350.0,893.0,759.0
289,1538.0,1435.0,1450.0,1288.0,1238.0
73,1525.0,2380.0,2773.0,2678.0,2349.0
811,1506.0,1144.0,994.0,848.0,760.0
827,1491.0,1313.0,1201.0,1105.0,983.0
867,1489.0,431.0,249.0,161.0,87.0
833,1487.0,733.0,540.0,426.0,404.0
515,1482.0,1070.0,971.0,777.0,681.0
1024,1467.0,1152.0,977.0,793.0,629.0
643,1462.0,1039.0,1079.0,991.0,850.0
51,1461.0,1363.0,1163.0,1099.0,1012.0
412,1461.0,1289.0,1043.0,966.0,832.0
912,1457.0,943.0,707.0,507.0,482.0
76,1431.0,1343.0,1228.0,1187.0,1090.0
537,1430.0,1290.0,1208.0,1098.0,1004.0
1003,1421.0,1141.0,1114.0,1071.0,1005.0
778,1418.0,801.0,566.0,474.0,397.0
479,1413.0,968.0,837.0,755.0,656.0
795,1410.0,2315.0,2045.0,1608.0,1344.0
1,1406.0,1236.0,994.0,842.0,790.0
325,1390.0,2412.0,2570.0,2276.0,1954.0
1042,1387.0,1157.0,1085.0,923.0,900.0
971,1385.0,976.0,679.0,604.0,493.0
378,1377.0,1268.0,1169.0,1150.0,1030.0
822,1358.0,1518.0,1516.0,1487.0,1365.0
453,1354.0,1459.0,1545.0,1509.0,1500.0
69,1350.0,2258.0,1868.0,1447.0,1130.0
861,1331.0,1017.0,800.0,713.0,645.0
858,1331.0,606.0,579.0,498.0,426.0
682,1330.0,1682.0,1687.0,1519.0,1307.0
369,1319.0,1058.0,945.0,920.0,848.0
496,1316.0,1750.0,1786.0,1704.0,1524.0
475,1310.0,1098.0,1040.0,899.0,856.0
484,1299.0,1501.0,1287.0,1137.0,1021.0
1022,1285.0,1331.0,1384.0,1324.0,1228.0
251,1270.0,983.0,944.0,885.0,874.0
1056,1267.0,1791.0,1843.0,1851.0,1825.0
812,1264.0,1168.0,1088.0,1042.0,977.0
420,1248.0,1026.0,980.0,889.0,863.0
247,1224.0,640.0,284.0,132.0,83.0
915,1219.0,998.0,923.0,796.0,740.0
481,1211.0,1093.0,1138.0,1143.0,1060.0
989,1204.0,1506.0,1248.0,1161.0,1025.0
211,1196.0,1097.0,979.0,884.0,856.0
18,1188.0,1130.0,1086.0,1030.0,952.0
306,1187.0,1281.0,1379.0,1376.0,1320.0
628,1182.0,2180.0,2627.0,2882.0,2735.0
418,1179.0,1150.0,1186.0,1061.0,1014.0
677,1170.0,1368.0,1382.0,1421.0,1408.0
825,1165.0,1233.0,1255.0,1224.0,1188.0
14,1164.0,1306.0,1517.0,1640.0,1479.0
593,1159.0,1418.0,1575.0,1503.0,1589.0
644,1154.0,941.0,791.0,713.0,658.0
782,1151.0,709.0,498.0,389.0,312.0
477,1134.0,1665.0,1647.0,1540.0,1435.0
665,1131.0,1403.0,1420.0,1312.0,1269.0
520,1119.0,1502.0,1662.0,1689.0,1695.0
