,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
761,262.48,104.93,46.31,13.264,5.2,432.184
794,282.32,77.448,37.25,11.988,5.018,414.02399999999994
618,263.58,85.708,42.24,12.572,4.972,409.072
1085,76.08,102.214,84.98,34.36,17.212,314.846
457,157.8,58.464,28.87,8.18,3.222,256.536
948,109.98,71.47,37.31,11.604,4.672,235.03599999999997
620,88.54,47.096,29.52,11.18,5.346,181.68200000000002
62,35.44,51.842,46.28,20.76,10.586,164.90800000000002
838,80.56,40.852,24.23,7.756,3.714,157.112
1009,56.7,44.198,33.44,14.172,6.956,155.46599999999998
668,46.64,46.606,37.32,16.428,8.42,155.414
1046,66.58,46.704,27.64,10.064,4.424,155.41199999999998
150,74.4,41.93,21.6,6.664,2.904,147.498
795,40.14,53.956,35.97,11.552,4.816,146.434
69,43.56,52.066,33.0,10.38,4.35,143.356
230,52.68,42.448,29.96,11.816,6.042,142.946
623,40.52,41.594,35.35,15.324,7.942,140.73000000000002
812,69.64,35.546,21.61,8.056,3.694,138.546
50,71.1,35.196,20.67,6.896,2.92,136.78199999999998
48,52.7,42.0,27.42,9.924,4.598,136.64200000000002
377,45.54,42.49,28.95,11.572,5.774,134.326
1022,55.84,35.742,24.5,9.572,4.544,130.198
608,79.56,29.26,13.75,4.376,1.718,128.66400000000002
64,26.42,40.698,35.57,15.396,8.292,126.37599999999999
456,58.16,38.052,18.42,6.228,2.718,123.57799999999999
822,46.06,36.946,25.19,9.624,4.676,122.496
186,21.38,43.456,37.44,13.248,5.246,120.77
685,39.84,42.126,25.8,8.964,3.932,120.662
388,51.52,33.376,22.56,8.692,4.228,120.37599999999999
520,42.7,36.232,25.79,10.32,5.164,120.206
544,66.8,31.892,15.25,4.424,1.818,120.184
652,51.32,36.148,21.78,6.548,2.644,118.44000000000001
866,52.82,36.904,19.69,6.352,2.514,118.28
343,48.04,30.198,24.16,9.484,4.516,116.398
575,45.96,32.564,23.91,9.248,4.568,116.25
426,45.44,31.094,24.0,9.2,4.704,114.43799999999999
111,65.06,25.97,14.61,4.916,2.302,112.858
1080,55.36,28.812,18.39,6.152,2.814,111.52799999999999
346,29.32,41.93,26.1,9.028,4.126,110.504
201,42.2,31.584,21.3,8.584,3.966,107.634
68,62.82,26.586,12.2,3.572,1.398,106.57600000000001
734,47.2,29.484,19.3,7.012,3.284,106.28
60,37.72,33.124,22.34,8.436,4.078,105.69800000000001
55,45.44,31.052,18.02,6.612,2.71,103.83399999999997
449,43.7,28.308,20.19,7.6,3.752,103.55
632,62.3,22.162,12.08,4.06,1.612,102.21399999999998
340,40.98,29.904,19.33,7.196,3.388,100.798
291,37.6,31.192,20.15,7.896,3.712,100.55000000000001
351,54.62,23.59,14.37,4.832,2.116,99.52799999999999
144,32.98,27.734,22.49,9.32,4.566,97.09
1057,29.12,32.62,23.39,7.852,3.14,96.122
277,36.12,27.986,19.59,8.064,3.85,95.60999999999999
612,30.62,28.672,22.09,9.192,4.516,95.09000000000002
555,44.2,24.388,16.01,5.848,2.656,93.10200000000002
805,36.06,25.256,19.06,7.916,3.796,92.08800000000001
235,,24.808,37.03,18.512,10.38,90.72999999999999
25,41.34,25.76,15.24,5.456,2.55,90.346
444,46.84,24.276,11.33,3.796,1.764,88.006
130,52.26,19.152,10.92,3.692,1.514,87.538
1,41.5,25.046,13.54,4.816,2.16,87.06199999999998
556,58.76,16.772,7.96,2.436,0.872,86.8
484,38.1,25.41,15.27,5.388,2.47,86.638
117,,49.77,25.14,8.268,3.448,86.62599999999999
41,28.06,25.704,20.6,7.968,3.996,86.328
199,36.08,27.426,15.79,4.532,1.948,85.77599999999998
815,22.8,24.5,22.18,9.9,5.238,84.618
727,17.46,29.778,24.62,8.352,3.442,83.65200000000002
770,42.78,20.93,13.34,4.376,2.076,83.502
528,39.48,22.288,13.83,5.252,2.334,83.184
323,37.06,22.54,15.31,5.468,2.676,83.054
118,49.0,18.76,10.22,3.404,1.376,82.76
366,58.06,15.414,6.59,1.976,0.676,82.71600000000001
562,39.48,21.994,13.71,4.972,2.184,82.33999999999999
703,16.36,27.342,21.66,9.276,4.63,79.26799999999999
541,44.08,20.244,10.52,2.968,1.134,78.946
513,29.6,26.348,15.18,5.052,2.118,78.298
87,33.36,22.946,14.34,5.168,2.392,78.206
2,10.62,25.06,26.81,10.584,4.558,77.632
595,40.66,18.368,11.38,3.996,1.836,76.23999999999998
396,40.16,16.604,12.51,4.568,1.946,75.788
956,26.92,24.71,15.23,5.72,2.942,75.52199999999999
694,38.24,19.404,11.28,4.492,1.936,75.352
327,17.44,24.318,20.65,8.408,4.39,75.206
643,37.72,18.97,11.93,4.384,1.942,74.946
1056,25.92,21.84,16.59,6.948,3.38,74.678
1044,34.76,19.18,13.2,5.056,2.292,74.488
740,23.76,21.56,17.3,7.412,3.986,74.01800000000001
593,28.14,20.552,15.54,6.608,3.132,73.97200000000001
363,41.72,17.108,9.95,3.172,1.542,73.492
415,32.4,20.202,12.96,4.608,2.192,72.36200000000002
1074,25.96,21.854,15.77,5.748,2.796,72.12800000000001
420,33.62,19.25,11.96,4.928,2.31,72.068
1075,25.8,20.44,15.61,6.32,3.0,71.17
704,22.6,21.672,16.61,6.752,3.36,70.994
453,26.16,19.656,14.89,6.428,2.974,70.108
480,28.68,21.476,13.75,4.3,1.724,69.93
571,26.54,20.146,14.53,5.864,2.778,69.858
1025,31.92,18.214,12.55,4.44,2.188,69.312
29,36.2,16.604,10.29,3.536,1.61,68.24
552,23.08,20.734,15.46,5.884,2.886,68.044
1019,24.64,24.374,12.71,4.276,2.012,68.012
893,34.2,16.982,11.04,3.852,1.704,67.77799999999999
775,24.54,23.366,13.28,4.512,2.026,67.72399999999999
481,33.06,16.142,11.65,4.12,2.13,67.10199999999999
465,55.92,5.418,3.2,1.208,0.584,66.33
829,29.12,19.782,11.07,3.744,1.69,65.406
878,30.96,16.87,11.24,4.072,1.994,65.13600000000001
622,23.82,18.914,13.62,5.516,2.892,64.762
1014,33.38,16.786,9.75,2.88,1.274,64.07000000000001
529,22.04,18.704,14.33,5.952,2.908,63.934
123,15.9,19.978,16.06,7.648,3.83,63.416
160,35.36,14.126,8.93,3.172,1.554,63.141999999999996
367,30.86,15.946,10.17,3.776,1.72,62.471999999999994
649,19.26,18.214,14.68,6.652,3.5,62.306000000000004
80,30.46,15.806,10.32,3.884,1.77,62.24
871,41.5,11.704,6.08,1.932,0.772,61.988
