,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
146,1681.0,835.0,595.0,457.0,313.0
417,1412.0,755.0,646.0,465.0,373.0
194,1242.0,819.0,609.0,511.0,395.0
572,1242.0,860.0,705.0,562.0,497.0
459,1173.0,663.0,567.0,393.0,330.0
728,1011.0,415.0,240.0,146.0,133.0
130,1009.0,753.0,667.0,588.0,501.0
22,884.0,732.0,627.0,507.0,429.0
437,785.0,425.0,360.0,295.0,273.0
322,763.0,787.0,738.0,672.0,574.0
503,760.0,491.0,415.0,402.0,311.0
317,749.0,412.0,384.0,285.0,266.0
379,717.0,539.0,459.0,427.0,351.0
434,659.0,404.0,365.0,300.0,284.0
731,640.0,403.0,354.0,307.0,281.0
608,638.0,461.0,406.0,318.0,323.0
712,601.0,324.0,333.0,240.0,278.0
181,599.0,386.0,398.0,329.0,337.0
462,593.0,310.0,241.0,203.0,185.0
500,575.0,419.0,349.0,329.0,307.0
488,564.0,352.0,290.0,244.0,242.0
331,558.0,465.0,432.0,382.0,347.0
365,541.0,334.0,307.0,253.0,230.0
696,539.0,619.0,709.0,645.0,638.0
319,532.0,337.0,278.0,251.0,223.0
450,527.0,427.0,384.0,309.0,269.0
639,526.0,383.0,294.0,269.0,237.0
719,525.0,330.0,294.0,232.0,210.0
45,524.0,337.0,258.0,189.0,168.0
223,515.0,356.0,355.0,326.0,303.0
242,505.0,446.0,398.0,349.0,327.0
41,503.0,374.0,329.0,314.0,285.0
239,502.0,405.0,281.0,222.0,198.0
491,491.0,257.0,205.0,173.0,151.0
440,490.0,394.0,349.0,279.0,275.0
673,484.0,306.0,256.0,216.0,166.0
359,482.0,312.0,277.0,263.0,249.0
675,480.0,261.0,150.0,136.0,142.0
245,478.0,255.0,189.0,145.0,130.0
345,477.0,391.0,272.0,243.0,217.0
174,462.0,388.0,380.0,346.0,369.0
660,462.0,405.0,413.0,422.0,366.0
575,461.0,356.0,306.0,296.0,288.0
17,458.0,414.0,333.0,276.0,225.0
513,456.0,276.0,188.0,176.0,133.0
