,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
719,39192.0,23558.0,13924.0,9527.0,6831.0
417,36320.0,3328.0,1557.0,754.0,495.0
285,31303.0,31946.0,25334.0,21612.0,18433.0
680,17193.0,2429.0,1006.0,537.0,367.0
307,6719.0,4181.0,3507.0,2984.0,2606.0
356,6238.0,8609.0,10397.0,10529.0,10114.0
41,6142.0,5033.0,4477.0,4040.0,3713.0
628,5543.0,5167.0,4773.0,4301.0,4004.0
35,5326.0,5062.0,3663.0,2877.0,2491.0
111,5261.0,8572.0,7141.0,6214.0,5693.0
182,5126.0,7258.0,6464.0,5917.0,5231.0
163,4946.0,2805.0,2084.0,1674.0,1441.0
112,4723.0,3584.0,3086.0,2631.0,2367.0
394,4473.0,4497.0,4270.0,4107.0,3877.0
153,4425.0,3736.0,3285.0,2986.0,2690.0
440,4411.0,3650.0,3291.0,2949.0,2623.0
454,4176.0,3963.0,3462.0,3261.0,2996.0
682,4139.0,4425.0,4473.0,4372.0,4181.0
151,3935.0,1877.0,1522.0,1255.0,1136.0
479,3916.0,3560.0,3584.0,3471.0,3383.0
345,3864.0,2828.0,2404.0,2168.0,1895.0
687,3855.0,2698.0,2377.0,2035.0,1947.0
580,3718.0,3216.0,2801.0,2433.0,2238.0
23,3698.0,3828.0,2196.0,1427.0,1159.0
20,3647.0,2395.0,1673.0,1224.0,1046.0
365,3564.0,2439.0,2183.0,1833.0,1630.0
675,3370.0,1844.0,1337.0,1035.0,883.0
552,3334.0,2356.0,1808.0,1493.0,1276.0
238,3315.0,4144.0,4082.0,3897.0,3682.0
304,3310.0,3892.0,3836.0,3462.0,3295.0
146,3303.0,2930.0,2468.0,1903.0,1566.0
94,3089.0,1455.0,1063.0,887.0,693.0
317,3072.0,1804.0,1508.0,1367.0,1095.0
729,3036.0,2188.0,1764.0,1462.0,1330.0
335,3012.0,4039.0,4177.0,4093.0,3886.0
271,2998.0,1109.0,793.0,641.0,527.0
97,2928.0,3710.0,3805.0,3750.0,3657.0
290,2790.0,2128.0,1445.0,1137.0,958.0
643,2755.0,2229.0,2147.0,1963.0,1892.0
104,2728.0,3033.0,2825.0,2585.0,2374.0
460,2686.0,3019.0,3081.0,3077.0,2878.0
166,2631.0,2921.0,2759.0,2460.0,2182.0
665,2624.0,2279.0,2021.0,1847.0,1735.0
327,2589.0,1441.0,1018.0,850.0,743.0
625,2579.0,2427.0,2132.0,2105.0,1850.0
759,2573.0,2086.0,1898.0,1616.0,1522.0
100,2568.0,3904.0,2730.0,2213.0,1947.0
45,2542.0,1677.0,1439.0,1198.0,1034.0
84,2534.0,3043.0,3187.0,3092.0,3037.0
362,2472.0,915.0,602.0,443.0,371.0
194,2465.0,2471.0,2327.0,2011.0,1829.0
446,2422.0,2900.0,2713.0,2396.0,2397.0
113,2411.0,4549.0,2653.0,1732.0,1281.0
157,2347.0,1143.0,756.0,586.0,539.0
190,2321.0,3745.0,4247.0,4475.0,4359.0
459,2299.0,2166.0,2056.0,1737.0,1484.0
225,2257.0,2401.0,1944.0,1756.0,1646.0
299,2248.0,1959.0,1713.0,1507.0,1459.0
240,2217.0,2996.0,3281.0,3246.0,2991.0
195,2178.0,1234.0,949.0,769.0,667.0
585,2152.0,1997.0,1894.0,1927.0,1787.0
343,2133.0,2460.0,2546.0,2467.0,2417.0
563,2099.0,2702.0,2609.0,2413.0,2131.0
478,2094.0,3149.0,3805.0,4086.0,4456.0
547,2077.0,1731.0,1558.0,1330.0,1314.0
650,2073.0,2392.0,2408.0,2365.0,2296.0
73,2041.0,1329.0,1093.0,977.0,826.0
572,1993.0,2558.0,2534.0,2245.0,1889.0
433,1991.0,2561.0,3099.0,3389.0,3310.0
34,1934.0,1281.0,1055.0,995.0,818.0
637,1880.0,1774.0,1655.0,1470.0,1383.0
107,1871.0,2682.0,3399.0,3355.0,3422.0
616,1868.0,2666.0,2695.0,2655.0,2438.0
89,1859.0,2185.0,2215.0,2212.0,2232.0
693,1847.0,1614.0,1566.0,1439.0,1332.0
746,1813.0,1973.0,2008.0,2041.0,1949.0
670,1778.0,2867.0,3397.0,3630.0,3900.0
16,1775.0,2493.0,2721.0,2915.0,2851.0
244,1764.0,1843.0,2030.0,1940.0,2012.0
274,1731.0,774.0,604.0,481.0,376.0
31,1728.0,2338.0,2923.0,3297.0,3483.0
500,1717.0,1962.0,1872.0,1662.0,1607.0
503,1713.0,1331.0,1271.0,1219.0,1105.0
511,1705.0,1508.0,1489.0,1483.0,1342.0
121,1702.0,2159.0,1815.0,1682.0,1504.0
487,1697.0,3425.0,3855.0,4228.0,4186.0
425,1643.0,2103.0,2115.0,2128.0,2164.0
150,1598.0,1761.0,1797.0,1784.0,1713.0
21,1594.0,1508.0,1457.0,1260.0,1108.0
18,1569.0,807.0,669.0,503.0,460.0
468,1566.0,2233.0,2625.0,2628.0,2719.0
371,1559.0,1380.0,1319.0,1106.0,1083.0
667,1548.0,3295.0,4570.0,5489.0,5785.0
379,1531.0,1641.0,1562.0,1393.0,1302.0
634,1495.0,1767.0,2000.0,2058.0,1924.0
308,1491.0,2995.0,2601.0,2360.0,2341.0
82,1472.0,966.0,772.0,657.0,578.0
758,1455.0,2120.0,2438.0,2513.0,2559.0
306,1428.0,1591.0,1472.0,1420.0,1307.0
663,1420.0,1831.0,1881.0,1919.0,1814.0
109,1418.0,2001.0,2389.0,2562.0,2487.0
230,1417.0,2142.0,2415.0,2494.0,2509.0
636,1406.0,1777.0,1970.0,1977.0,2025.0
623,1399.0,1047.0,2297.0,1857.0,1499.0
615,1374.0,761.0,534.0,404.0,352.0
409,1321.0,1533.0,1863.0,1902.0,1973.0
288,1318.0,1402.0,1547.0,1483.0,1596.0
551,1309.0,1850.0,1553.0,1519.0,1295.0
284,1288.0,1090.0,1098.0,937.0,990.0
641,1282.0,1740.0,1439.0,1346.0,1200.0
43,1274.0,2074.0,2665.0,2923.0,3102.0
499,1258.0,2621.0,3619.0,3980.0,4138.0
385,1251.0,1742.0,1920.0,2036.0,1992.0
723,1249.0,1104.0,1017.0,996.0,902.0
516,1213.0,1488.0,1301.0,1240.0,1221.0
484,1174.0,1169.0,892.0,750.0,667.0
765,1173.0,1656.0,1835.0,1940.0,1869.0
491,1163.0,925.0,768.0,696.0,587.0
522,1110.0,668.0,447.0,340.0,299.0
9,1095.0,885.0,844.0,765.0,719.0
326,1077.0,1625.0,1805.0,1813.0,1797.0
181,1077.0,1224.0,1135.0,1104.0,1056.0
183,1068.0,2030.0,2013.0,1893.0,1871.0
305,1058.0,993.0,958.0,923.0,903.0
657,1055.0,1624.0,1854.0,1815.0,1774.0
302,1034.0,1144.0,1214.0,1146.0,1193.0
761,1025.0,861.0,660.0,501.0,387.0
349,1022.0,1003.0,996.0,916.0,799.0
96,1018.0,807.0,781.0,668.0,621.0
445,1003.0,1656.0,2080.0,2283.0,2254.0
633,998.0,1062.0,1097.0,1100.0,1103.0
672,959.0,514.0,421.0,365.0,342.0
118,941.0,1082.0,1254.0,1402.0,1475.0
655,932.0,1215.0,1310.0,1331.0,1332.0
421,915.0,1295.0,1552.0,1648.0,1604.0
489,884.0,667.0,602.0,543.0,486.0
594,876.0,673.0,542.0,448.0,421.0
760,873.0,2156.0,2926.0,3060.0,3026.0
360,872.0,1362.0,1683.0,1823.0,1885.0
252,847.0,454.0,303.0,245.0,191.0
714,836.0,357.0,212.0,186.0,133.0
705,823.0,370.0,264.0,157.0,139.0
233,822.0,1319.0,1568.0,1842.0,1973.0
29,822.0,971.0,975.0,1018.0,1095.0
731,817.0,767.0,713.0,690.0,693.0
377,802.0,549.0,579.0,609.0,517.0
359,801.0,818.0,816.0,756.0,665.0
40,793.0,1273.0,1683.0,1951.0,2123.0
407,789.0,1606.0,2068.0,2212.0,2424.0
210,765.0,1113.0,1453.0,1639.0,1818.0
325,756.0,1036.0,1273.0,1363.0,1303.0
465,747.0,1636.0,2014.0,2107.0,2119.0
398,739.0,353.0,291.0,245.0,221.0
486,733.0,674.0,760.0,724.0,782.0
152,732.0,857.0,940.0,1033.0,1007.0
648,728.0,802.0,839.0,829.0,774.0
455,712.0,981.0,1078.0,1051.0,1141.0
414,697.0,1431.0,1863.0,2120.0,2191.0
569,680.0,815.0,951.0,1060.0,1102.0
689,680.0,848.0,983.0,1025.0,1109.0
161,674.0,1050.0,1353.0,1541.0,1698.0
373,673.0,627.0,547.0,507.0,470.0
189,669.0,748.0,747.0,749.0,712.0
159,652.0,944.0,1113.0,1155.0,1242.0
329,649.0,791.0,704.0,673.0,611.0
129,648.0,802.0,1071.0,1146.0,1209.0
101,642.0,1687.0,2590.0,3290.0,3661.0
131,641.0,1244.0,1612.0,1904.0,2206.0
727,640.0,1826.0,2092.0,2110.0,2038.0
364,637.0,2765.0,1521.0,1195.0,962.0
456,623.0,663.0,808.0,835.0,795.0
586,622.0,1489.0,1286.0,1251.0,1158.0
388,602.0,154.0,66.0,27.0,24.0
538,589.0,511.0,371.0,308.0,295.0
704,578.0,1591.0,2419.0,3034.0,3465.0
221,562.0,834.0,1049.0,1130.0,1232.0
72,522.0,710.0,786.0,821.0,858.0
217,518.0,660.0,769.0,910.0,858.0
259,507.0,1410.0,1462.0,1631.0,1618.0
472,501.0,725.0,833.0,984.0,1022.0
369,499.0,776.0,936.0,1105.0,1155.0
712,495.0,480.0,465.0,424.0,411.0
402,494.0,190.0,114.0,92.0,80.0
605,489.0,838.0,970.0,1146.0,1148.0
52,485.0,864.0,1059.0,1201.0,1250.0
592,481.0,741.0,1122.0,1329.0,1514.0
263,478.0,702.0,829.0,972.0,1050.0
90,470.0,837.0,1213.0,1256.0,1176.0
638,465.0,784.0,920.0,989.0,970.0
383,464.0,204.0,118.0,97.0,83.0
46,453.0,781.0,840.0,1007.0,1001.0
750,449.0,270.0,207.0,189.0,156.0
462,447.0,326.0,311.0,269.0,244.0
753,444.0,1854.0,1861.0,1618.0,1446.0
3,440.0,393.0,409.0,386.0,348.0
496,439.0,550.0,635.0,710.0,705.0
105,427.0,689.0,799.0,823.0,877.0
575,427.0,642.0,640.0,730.0,697.0
762,414.0,629.0,810.0,847.0,921.0
416,411.0,695.0,855.0,946.0,1026.0
380,411.0,66.0,22.0,15.0,12.0
264,409.0,721.0,1100.0,1301.0,1412.0
518,408.0,553.0,681.0,696.0,758.0
531,401.0,340.0,312.0,320.0,289.0
333,395.0,569.0,738.0,856.0,843.0
658,379.0,654.0,794.0,885.0,971.0
439,374.0,1726.0,3936.0,6608.0,8927.0
418,368.0,438.0,681.0,830.0,790.0
