,0,1,2,3,4
680,3587.0,372.0,194.0,89.0,69.0
552,2254.0,1018.0,767.0,613.0,467.0
111,1896.0,1341.0,1180.0,1061.0,873.0
468,1738.0,1675.0,1383.0,1274.0,1180.0
151,1523.0,662.0,498.0,390.0,360.0
35,1363.0,1204.0,797.0,634.0,522.0
307,1292.0,778.0,693.0,600.0,511.0
394,1284.0,1137.0,1013.0,905.0,842.0
440,1278.0,867.0,706.0,576.0,514.0
759,1247.0,837.0,624.0,549.0,538.0
663,1222.0,855.0,814.0,750.0,657.0
628,1175.0,927.0,746.0,721.0,707.0
163,1151.0,587.0,396.0,319.0,284.0
112,1119.0,901.0,672.0,560.0,520.0
500,1095.0,677.0,585.0,498.0,495.0
104,1084.0,983.0,797.0,682.0,604.0
150,1067.0,796.0,763.0,648.0,624.0
153,1063.0,814.0,720.0,694.0,616.0
454,1001.0,868.0,732.0,651.0,558.0
23,951.0,809.0,424.0,281.0,215.0
31,926.0,1109.0,1339.0,1402.0,1407.0
487,910.0,1067.0,1059.0,989.0,952.0
580,880.0,771.0,617.0,532.0,498.0
146,875.0,550.0,419.0,323.0,301.0
238,867.0,1139.0,1004.0,880.0,849.0
20,839.0,526.0,351.0,266.0,200.0
665,837.0,663.0,608.0,499.0,453.0
166,787.0,714.0,646.0,575.0,490.0
675,770.0,356.0,253.0,207.0,159.0
499,770.0,999.0,1065.0,1053.0,974.0
445,765.0,763.0,651.0,641.0,531.0
217,760.0,752.0,715.0,678.0,677.0
240,749.0,717.0,704.0,703.0,691.0
94,710.0,281.0,252.0,167.0,150.0
729,700.0,331.0,298.0,229.0,231.0
478,697.0,1023.0,1089.0,1115.0,1191.0
194,693.0,575.0,510.0,403.0,369.0
190,668.0,809.0,898.0,836.0,824.0
682,658.0,647.0,632.0,652.0,645.0
572,654.0,570.0,458.0,410.0,374.0
121,654.0,622.0,481.0,414.0,373.0
195,651.0,341.0,232.0,188.0,148.0
327,641.0,265.0,200.0,169.0,157.0
479,641.0,573.0,538.0,554.0,556.0
100,629.0,950.0,604.0,466.0,397.0
290,626.0,433.0,274.0,233.0,186.0
113,621.0,1060.0,433.0,350.0,267.0
365,615.0,350.0,323.0,251.0,235.0
459,610.0,426.0,452.0,356.0,267.0
362,609.0,182.0,120.0,92.0,88.0
84,604.0,733.0,699.0,724.0,661.0
433,601.0,603.0,726.0,741.0,702.0
109,595.0,710.0,688.0,703.0,664.0
385,585.0,614.0,657.0,572.0,616.0
345,579.0,419.0,325.0,298.0,237.0
299,569.0,483.0,419.0,359.0,314.0
244,562.0,504.0,525.0,483.0,464.0
503,548.0,439.0,366.0,323.0,291.0
460,546.0,548.0,524.0,505.0,495.0
335,539.0,649.0,586.0,638.0,597.0
329,530.0,352.0,264.0,249.0,209.0
687,529.0,400.0,346.0,320.0,288.0
306,526.0,411.0,400.0,325.0,301.0
157,525.0,250.0,211.0,122.0,113.0
758,521.0,572.0,546.0,570.0,562.0
274,516.0,198.0,141.0,136.0,83.0
643,510.0,399.0,368.0,359.0,345.0
107,503.0,653.0,671.0,648.0,681.0
43,497.0,613.0,751.0,788.0,746.0
693,486.0,409.0,314.0,305.0,300.0
97,471.0,660.0,679.0,593.0,589.0
152,464.0,473.0,505.0,465.0,441.0
547,461.0,354.0,329.0,279.0,251.0
551,458.0,431.0,409.0,338.0,280.0
40,453.0,563.0,583.0,676.0,727.0
416,446.0,583.0,593.0,619.0,647.0
704,445.0,721.0,887.0,1000.0,1038.0
670,445.0,648.0,720.0,766.0,798.0
34,442.0,248.0,197.0,186.0,132.0
760,436.0,538.0,581.0,621.0,593.0
371,432.0,328.0,312.0,277.0,285.0
271,427.0,189.0,156.0,129.0,92.0
462,422.0,202.0,208.0,171.0,136.0
746,419.0,404.0,408.0,392.0,432.0
417,406.0,319.0,281.0,248.0,224.0
