,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,3877.4,618.66,238.3,65.24,24.08,4823.68
668,405.8,380.94,270.6,105.12,53.94,1216.4
62,148.8,374.08,347.0,139.16,60.72,1069.76
150,449.4,282.1,135.0,38.96,15.76,921.22
608,422.0,256.76,88.3,26.4,12.4,805.8599999999999
623,208.0,265.44,199.1,76.0,38.42,786.9599999999998
64,43.0,273.98,210.4,99.92,48.78,676.0799999999998
235,,104.16,267.2,138.8,69.58,579.74
456,181.0,199.92,100.2,31.28,13.28,525.68
111,258.6,150.64,70.5,22.08,10.5,512.3199999999998
756,156.4,129.78,94.0,37.36,18.4,435.94
620,174.8,118.72,78.6,29.56,12.58,414.26
815,66.4,141.68,117.8,47.36,22.74,395.98
1074,149.0,105.7,59.6,16.08,5.86,336.24
426,106.8,114.52,71.5,28.68,12.7,334.2
141,127.0,100.52,65.8,26.32,10.58,330.22
520,61.4,119.0,80.7,31.68,14.94,307.72
318,39.2,91.14,99.6,45.48,24.82,300.24
388,102.8,87.36,63.6,23.52,11.8,289.08
291,114.4,89.6,55.9,20.08,8.64,288.61999999999995
193,95.0,85.82,58.7,22.64,9.92,272.08
513,123.8,72.8,50.9,16.6,6.94,271.04
1080,88.0,89.74,50.1,17.12,8.12,253.08
144,61.0,82.32,64.4,26.72,12.52,246.96
363,123.6,59.22,31.3,8.48,4.28,226.88
459,26.4,59.92,76.5,41.24,22.4,226.46
48,48.4,92.68,51.9,19.52,9.16,221.66000000000003
1046,46.8,90.3,51.8,15.32,8.32,212.54
351,94.0,63.84,29.0,9.24,4.04,200.12
618,61.4,54.32,39.9,16.72,8.62,180.96
703,52.0,55.44,45.3,17.12,8.18,178.04000000000005
230,38.6,62.16,43.5,20.44,10.36,175.06
505,91.6,40.88,27.5,10.4,4.36,174.74
444,71.4,63.98,25.2,8.48,3.7,172.75999999999996
377,20.2,61.46,50.3,21.24,11.74,164.94
79,29.8,45.64,53.5,21.36,13.32,163.62
709,49.6,44.24,32.5,12.04,5.98,144.36
415,53.4,48.3,29.6,8.4,4.54,144.23999999999995
430,19.6,37.66,44.2,22.56,13.3,137.32000000000002
1,61.4,41.58,23.9,6.28,3.3,136.46
87,60.2,37.66,22.6,7.88,4.32,132.66
95,52.6,35.7,24.5,9.52,4.5,126.82
167,45.6,35.14,28.6,11.4,5.62,126.36
983,84.8,24.22,9.7,3.12,1.34,123.18
586,56.6,34.72,20.2,6.72,3.04,121.28
821,57.8,33.6,19.9,6.56,3.04,120.90000000000002
60,40.0,32.62,27.9,9.72,5.3,115.54
838,37.6,41.3,24.5,7.88,4.16,115.44
484,29.4,40.88,26.1,9.88,5.0,111.26
327,8.0,40.18,38.4,14.92,7.74,109.24
237,30.4,32.62,28.4,11.04,5.6,108.05999999999996
41,13.2,34.3,33.9,15.6,9.52,106.52
851,45.0,31.5,17.6,6.92,2.96,103.98
761,,38.08,36.0,15.28,7.9,97.26
928,16.8,28.14,30.3,12.56,7.16,94.96
693,4.0,28.0,32.7,16.12,10.12,90.94
1075,17.8,27.72,27.4,10.44,5.62,88.97999999999998
201,22.8,27.16,23.0,9.32,4.12,86.4
563,43.0,21.0,11.7,5.48,2.28,83.46000000000002
25,26.4,26.04,18.8,6.64,2.8,80.67999999999998
1022,22.6,25.48,17.2,7.56,4.36,77.2
612,12.8,22.12,24.3,10.28,6.04,75.54
636,,31.92,25.1,11.44,5.7,74.16000000000003
956,23.0,24.92,15.1,5.92,3.56,72.5
782,24.4,27.86,14.1,4.0,1.24,71.6
356,17.6,25.2,16.7,7.48,4.02,71.0
208,23.4,19.46,15.1,5.96,3.14,67.06
624,36.6,15.96,7.8,3.2,1.58,65.14
585,29.6,19.46,9.9,3.4,2.04,64.4
759,16.0,18.06,18.7,7.52,3.8,64.08
775,2.8,27.58,19.7,8.52,4.0,62.6
552,11.6,17.78,19.9,7.4,4.14,60.82
100,21.8,18.76,12.8,4.64,2.2,60.2
130,18.8,23.8,10.1,5.0,2.02,59.72000000000001
921,20.2,18.34,12.7,5.08,2.2,58.52
49,29.4,14.84,8.9,3.32,1.78,58.24
735,28.6,14.42,10.1,3.04,1.5,57.66
555,10.0,19.74,15.6,7.48,3.72,56.53999999999999
149,30.0,15.68,7.2,2.36,1.08,56.32
975,8.4,14.28,16.7,10.4,6.46,56.24
152,20.6,17.36,10.4,5.08,2.5,55.94
973,22.4,13.58,8.5,3.2,1.74,49.42
1044,19.6,14.42,9.8,3.52,1.96,49.30000000000001
635,22.8,13.72,7.7,3.76,1.3,49.28
321,21.6,12.18,8.6,2.84,1.04,46.26
423,15.0,13.72,10.5,3.56,2.24,45.02
622,10.8,13.58,12.2,5.8,2.54,44.92
449,6.8,13.3,11.5,5.24,3.02,39.86000000000001
822,7.8,13.3,9.5,4.8,3.02,38.42
923,7.4,11.34,10.2,6.12,3.06,38.12000000000001
176,18.6,9.66,7.0,2.12,0.7,38.08000000000001
685,8.6,12.46,10.1,4.64,2.0,37.8
734,8.8,12.32,9.2,4.24,2.0,36.56
707,2.2,10.64,13.0,6.36,4.24,36.44000000000001
12,10.0,13.44,8.4,3.2,1.32,36.36
1056,10.6,8.82,10.5,3.56,2.1,35.58000000000001
1051,9.4,10.64,9.3,3.72,1.76,34.82
421,14.0,9.1,8.0,2.4,1.26,34.76
810,14.0,10.36,6.4,2.16,0.72,33.64
812,7.6,8.82,10.2,4.56,2.2,33.38
549,1.6,15.12,12.3,3.16,1.14,33.32
656,4.2,9.94,10.7,5.56,2.78,33.18
123,4.2,8.54,11.6,5.56,3.22,33.12
175,1.4,6.72,12.5,7.12,4.66,32.4
954,5.8,7.56,10.3,5.0,3.48,32.14
704,2.0,9.52,11.7,5.28,3.34,31.84
346,5.0,9.52,9.4,4.92,2.46,31.300000000000004
805,6.6,8.82,8.3,4.32,2.72,30.76
457,4.6,10.78,9.1,3.68,2.02,30.18
253,10.0,7.84,7.9,2.72,1.56,30.02
697,2.8,6.72,10.4,5.84,4.1,29.86
453,8.2,7.84,8.4,3.68,1.74,29.86
21,3.6,8.82,8.8,5.44,3.14,29.8
932,9.2,10.78,6.7,1.68,0.84,29.2
1002,5.6,6.86,9.5,3.96,2.84,28.76
770,7.2,11.2,6.5,2.4,1.26,28.56
769,3.6,11.62,9.4,2.2,1.52,28.34
765,14.8,8.26,2.5,1.16,0.6,27.320000000000004
109,14.8,6.3,3.8,1.24,0.62,26.76
689,9.4,9.1,4.8,1.8,0.96,26.06
90,2.2,4.62,9.5,5.44,3.8,25.56
576,8.8,9.38,4.7,1.28,0.86,25.02
1009,1.6,7.14,6.3,5.8,3.54,24.38
1017,,13.02,6.9,2.8,1.06,23.78
854,3.0,5.74,6.2,4.92,3.6,23.46
678,7.8,4.9,4.8,2.84,1.02,21.36
10,2.6,5.04,6.3,3.48,2.64,20.06
529,4.0,7.28,4.7,2.68,1.14,19.8
80,3.8,7.7,5.7,1.56,0.64,19.4
799,7.6,4.62,4.5,1.56,0.8,19.08
416,8.6,4.48,3.8,1.08,0.42,18.380000000000006
912,2.6,6.16,6.1,2.4,1.08,18.34
277,4.6,5.32,5.0,1.96,0.98,17.86
893,7.8,4.76,3.0,1.2,0.78,17.54
1008,,2.94,6.1,4.64,2.78,16.46
726,7.4,4.62,2.5,1.2,0.52,16.24
995,3.4,3.64,4.8,2.48,1.26,15.58
813,,2.52,6.3,3.52,2.72,15.06
