,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5
794,15503.0,3723.0,1997.0,1404.0,1119.0
111,2522.0,1620.0,1009.0,810.0,775.0
608,2108.0,1741.0,793.0,625.0,541.0
668,1740.0,2655.0,2718.0,2895.0,2920.0
150,1607.0,1359.0,847.0,602.0,503.0
756,1490.0,1564.0,1512.0,1302.0,1359.0
141,998.0,1154.0,989.0,915.0,795.0
62,987.0,3278.0,4212.0,3634.0,3183.0
193,879.0,1017.0,956.0,835.0,770.0
513,793.0,647.0,639.0,457.0,407.0
623,786.0,1366.0,1501.0,1386.0,1429.0
620,686.0,602.0,579.0,449.0,406.0
586,679.0,473.0,343.0,335.0,270.0
291,671.0,654.0,508.0,474.0,397.0
95,595.0,538.0,489.0,422.0,406.0
709,594.0,660.0,610.0,593.0,580.0
456,563.0,899.0,676.0,505.0,359.0
351,512.0,471.0,301.0,230.0,213.0
505,488.0,287.0,258.0,230.0,233.0
821,476.0,389.0,341.0,274.0,275.0
87,448.0,367.0,297.0,292.0,289.0
624,401.0,248.0,185.0,181.0,144.0
983,392.0,137.0,102.0,70.0,52.0
1080,392.0,459.0,409.0,312.0,305.0
60,368.0,532.0,460.0,468.0,432.0
563,355.0,256.0,208.0,176.0,181.0
167,353.0,407.0,400.0,460.0,423.0
49,334.0,243.0,170.0,134.0,132.0
1074,332.0,414.0,277.0,221.0,179.0
363,315.0,253.0,163.0,133.0,107.0
237,315.0,395.0,469.0,507.0,454.0
851,306.0,278.0,253.0,219.0,196.0
956,305.0,361.0,336.0,349.0,245.0
388,291.0,387.0,391.0,397.0,341.0
1,276.0,238.0,180.0,156.0,152.0
444,272.0,312.0,204.0,154.0,131.0
426,262.0,435.0,405.0,403.0,379.0
25,262.0,342.0,286.0,251.0,266.0
928,257.0,581.0,764.0,786.0,793.0
585,257.0,203.0,179.0,148.0,133.0
520,254.0,582.0,525.0,595.0,559.0
79,252.0,503.0,639.0,743.0,865.0
152,249.0,273.0,258.0,248.0,246.0
703,230.0,350.0,405.0,374.0,398.0
759,221.0,328.0,375.0,385.0,398.0
48,217.0,523.0,413.0,430.0,391.0
973,213.0,195.0,163.0,146.0,126.0
735,212.0,148.0,113.0,99.0,97.0
415,208.0,314.0,276.0,217.0,177.0
64,207.0,1586.0,1649.0,1830.0,2030.0
356,206.0,415.0,390.0,366.0,363.0
208,204.0,239.0,268.0,226.0,269.0
1046,198.0,466.0,391.0,337.0,343.0
100,191.0,212.0,173.0,187.0,131.0
815,185.0,572.0,615.0,580.0,654.0
635,183.0,131.0,110.0,107.0,108.0
618,180.0,258.0,279.0,338.0,373.0
144,159.0,258.0,346.0,344.0,338.0
622,157.0,231.0,300.0,317.0,329.0
109,157.0,98.0,81.0,74.0,79.0
253,153.0,170.0,188.0,181.0,188.0
838,148.0,226.0,182.0,182.0,162.0
